sample_id,0
P8S4_171018_357_A01,patch-seq-L4 & L5 IT
PFS4_190701_701_A01,patch-seq-L2/3 IT
PES4_190326_654_A01,patch-seq-L6 IT
PES4_190718_652_A01,patch-seq-L4 & L5 IT
P8S4_190820_351_A01,patch-seq-L6b
P8S4_190827_351_A01,patch-seq-L6 CT
P2S4_171025_052_A01,patch-seq-L4 & L5 IT
P1S4_190604_004_A01,patch-seq-L4 & L5 IT
P8S4_191205_352_A01,patch-seq-L4 & L5 IT
P9S4_171121_401_A01,patch-seq-L2/3 IT
P8S4_190225_357_A01,patch-seq-L5 ET
P8S4_180406_354_A01,patch-seq-L2/3 IT
P2S4_171010_051_A01,patch-seq-L4 & L5 IT
P8S4_191121_352_A01,patch-seq-L6b
P8S4_191118_353_A01,patch-seq-L6 CT
PFS4_190514_702_A01,patch-seq-L2/3 IT
P1S4_190509_003_A01,patch-seq-L5 ET
PFS4_191203_702_A01,patch-seq-L5 ET
PAS4_190319_455_A01,patch-seq-L4 & L5 IT
PES4_190716_653_A01,patch-seq-L6b
PAS4_191024_454_A01,patch-seq-L5 ET
P8S4_191022_353_A01,patch-seq-L4 & L5 IT
P8S4_190320_355_A01,patch-seq-L6b
PFS4_200227_702_A01,patch-seq-L6b
PES4_181019_653_A01,patch-seq-L6 IT
P1S4_190307_007_A01,patch-seq-L6 CT
P8S4_190709_353_A01,patch-seq-L5 ET
PFS4_190326_702_A01,patch-seq-L6 CT
P8S4_180523_358_A01,patch-seq-L4 & L5 IT
PAS4_180828_457_A01,patch-seq-L4 & L5 IT
PES4_190725_652_A01,patch-seq-L6 CT
PFS4_190722_702_A01,patch-seq-L6 CT
P1S4_190711_001_A01,patch-seq-L6 CT
PAS4_190730_453_A01,patch-seq-L6 IT Car3
P8S4_190627_354_A01,patch-seq-L5 ET
P8S4_201008_351_A01,patch-seq-L5 NP
P8S4_190628_353_A01,patch-seq-L4 & L5 IT
PES4_200707_654_A01,patch-seq-L5 ET
P8S4_170929_353_A01,patch-seq-L4 & L5 IT
P8S4_191007_352_A01,patch-seq-L4 & L5 IT
P9S4_180511_401_A01,patch-seq-L5 NP
P8S4_180827_352_A01,patch-seq-L5 ET
PES4_190225_656_A01,patch-seq-L5 ET
PFS4_190716_702_A01,patch-seq-L6 CT
P1S4_190711_007_A01,patch-seq-L6 CT
PES4_191108_651_A01,patch-seq-L5 ET
PFS4_190820_703_A01,patch-seq-L2/3 IT
PES4_190403_652_A01,patch-seq-L4 & L5 IT
PAS4_190606_456_A01,patch-seq-L5 ET
PAS4_190627_463_A01,patch-seq-L5 ET
PES4_200114_653_A01,patch-seq-L6 IT Car3
PAS4_191121_451_A01,patch-seq-L6b
PAS4_200731_454_A01,patch-seq-L6b
P8S4_200727_352_A01,patch-seq-L6b
PFS4_190730_702_A01,patch-seq-L6 CT
PES4_190826_653_A01,patch-seq-L6 CT
PES4_190221_652_A01,patch-seq-L5 ET
PAS4_190606_454_A01,patch-seq-L4 & L5 IT
P8S4_171023_352_A01,patch-seq-L6 IT
PAS4_171004_453_A01,patch-seq-L4 & L5 IT
P2S4_171102_054_A01,patch-seq-L5 ET
PAS4_191115_455_A01,patch-seq-L6b
PAS4_190709_457_A01,patch-seq-L6 CT
PFS4_191205_701_A01,patch-seq-L4 & L5 IT
P8S4_190218_356_A01,patch-seq-L2/3 IT
PFS4_190709_706_A01,patch-seq-L5 ET
P2S4_180619_055_A01,patch-seq-L4 & L5 IT
PFS4_190905_702_A01,patch-seq-L5 ET
PFS4_191108_701_A01,patch-seq-L5 ET
P1S4_191014_003_A01,patch-seq-L6 IT
PAS4_191101_454_A01,patch-seq-L5 ET
PAS4_190916_452_A01,patch-seq-L4 & L5 IT
P1S4_190916_001_A01,patch-seq-L4 & L5 IT
PAS4_190722_452_A01,patch-seq-L6 IT
PES4_190222_653_A01,patch-seq-L5 ET
P1S4_190307_005_A01,patch-seq-L6 CT
PES4_191114_652_A01,patch-seq-L5 ET
P8S4_191121_354_A01,patch-seq-L5 ET
PAS4_190808_452_A01,patch-seq-L4 & L5 IT
P8S4_190506_351_A01,patch-seq-L6 CT
P8S4_191022_351_A01,patch-seq-L6 IT
P8S4_191118_357_A01,patch-seq-L2/3 IT
PAS4_191021_451_A01,patch-seq-L5 ET
PAS4_190917_454_A01,patch-seq-L6 IT
PFS4_191008_704_A01,patch-seq-L5 ET
P9S4_180402_402_A01,patch-seq-L4 & L5 IT
P8S4_190819_354_A01,patch-seq-L5 ET
PFS4_190415_701_A01,patch-seq-L6 CT
PAS4_200713_456_A01,patch-seq-L6b
PES4_190826_652_A01,patch-seq-L6 CT
P8S4_171003_353_A01,patch-seq-L4 & L5 IT
PAS4_190307_455_A01,patch-seq-L6 CT
PFS4_191114_703_A01,patch-seq-L6b
P8S4_190906_352_A01,patch-seq-L4 & L5 IT
PES4_190709_658_A01,patch-seq-L6 CT
PAS4_190507_451_A01,patch-seq-L6 CT
PBS4_180807_506_A01,patch-seq-L6 CT
PES4_200707_653_A01,patch-seq-L5 ET
PFS4_190725_702_A01,patch-seq-L6 CT
P8S4_171011_353_A01,patch-seq-L5 ET
PFS4_190715_703_A01,patch-seq-L6 CT
PFS4_190718_702_A01,patch-seq-L5 ET
PFS4_200228_701_A01,patch-seq-L6b
PAS4_200803_454_A01,patch-seq-L5 NP
P8S4_171030_352_A01,patch-seq-L4 & L5 IT
P8S4_191108_351_A01,patch-seq-L6b
PES4_191126_651_A01,patch-seq-L6 CT
P8S4_191115_354_A01,patch-seq-L6b
PAS4_190620_457_A01,patch-seq-L4 & L5 IT
PES4_190627_652_A01,patch-seq-L5 ET
P1S4_190624_004_A01,patch-seq-L2/3 IT
P2S4_171004_057_A01,patch-seq-L4 & L5 IT
P1S4_190923_001_A01,patch-seq-L5 ET
P8S4_191217_352_A01,patch-seq-L5 ET
P9S4_180410_405_A01,patch-seq-L5 ET
P8S4_191125_357_A01,patch-seq-L4 & L5 IT
P1S4_190920_004_A01,patch-seq-L5 ET
PAS4_191014_457_A01,patch-seq-L4 & L5 IT
P8S4_190326_354_A01,patch-seq-L5 ET
PFS4_190709_701_A01,patch-seq-L6 CT
PFS4_190903_704_A01,patch-seq-L5 ET
P8S4_190718_351_A01,patch-seq-L5 ET
P1S4_190726_002_A01,patch-seq-L2/3 IT
PAS4_191101_453_A01,patch-seq-L5 ET
P9S4_171107_401_A01,patch-seq-L6 CT
PAS4_190218_459_A01,patch-seq-L4 & L5 IT
PAS4_191024_452_A01,patch-seq-L5 ET
P1S4_190906_003_A01,patch-seq-L4 & L5 IT
P2S4_170920_057_A01,patch-seq-L5 ET
PFS4_190506_701_A01,patch-seq-L6 CT
PFS4_190730_701_A01,patch-seq-L6 CT
PAS4_191114_454_A01,patch-seq-L5 ET
P1S4_170717_008_A01,patch-seq-L5 ET
P1S4_190709_001_A01,patch-seq-L6 CT
P1S4_190221_005_A01,patch-seq-L5 ET
PES4_190716_652_A01,patch-seq-L6 CT
P8S4_191011_353_A01,patch-seq-L6 IT
PES4_190326_652_A01,patch-seq-L5 ET
PAS4_191125_451_A01,patch-seq-L5 ET
PXS4_171113_253_A01,patch-seq-L4 & L5 IT
P8S4_200713_355_A01,patch-seq-L6b
PFS4_191010_704_A01,patch-seq-L5 ET
P1S4_190418_001_A01,patch-seq-L6 CT
P8S4_171031_353_A01,patch-seq-L5 ET
PFS4_191118_705_A01,patch-seq-L4 & L5 IT
PES4_181016_655_A01,patch-seq-L6b
PFS4_190703_704_A01,patch-seq-L5 ET
P1S4_191108_003_A01,patch-seq-L6b
P8S4_191122_356_A01,patch-seq-L6 IT Car3
P8S4_181213_352_A01,patch-seq-L6 IT
PAS4_171113_451_A01,patch-seq-L4 & L5 IT
PJS4_200820_801_A01,patch-seq-L5 ET
P2S4_180110_052_A01,patch-seq-L4 & L5 IT
PFS4_191125_705_A01,patch-seq-L4 & L5 IT
P2S4_171101_053_A01,patch-seq-L4 & L5 IT
P8S4_191011_352_A01,patch-seq-L6 CT
PAS4_190725_453_A01,patch-seq-L2/3 IT
PFS4_191114_704_A01,patch-seq-L5 ET
PAS4_190916_451_A01,patch-seq-L5 ET
P8S4_191108_353_A01,patch-seq-L6b
PES4_191115_655_A01,patch-seq-L6b
PAS4_190222_454_A01,patch-seq-L5 ET
PES4_190225_655_A01,patch-seq-L5 ET
PFS4_190121_702_A01,patch-seq-L6 CT
P8S4_191004_353_A01,patch-seq-L5 NP
PAS4_191007_452_A01,patch-seq-L6 CT
PAS4_190709_451_A01,patch-seq-L6 CT
P1S4_191010_002_A01,patch-seq-L6 IT
PFS4_190716_703_A01,patch-seq-L6 CT
PFS4_191014_701_A01,patch-seq-L6 IT
PFS4_190725_704_A01,patch-seq-L2/3 IT
P8S4_190926_357_A01,patch-seq-L2/3 IT
PAS4_190729_454_A01,patch-seq-L6 CT
PFS4_191125_708_A01,patch-seq-L6 IT
PFS4_191008_702_A01,patch-seq-L2/3 IT
P8S4_190701_351_A01,patch-seq-L5 ET
PAS4_190620_451_A01,patch-seq-L6 CT
PES4_190812_651_A01,patch-seq-L6 IT
P6S4_171215_254_A01,patch-seq-L6 CT
PJS4_201002_801_A01,patch-seq-L6 IT Car3
P8S4_191029_352_A01,patch-seq-L5 ET
P8S4_171031_356_A01,patch-seq-L5 ET
P6S4_171023_251_A01,patch-seq-L4 & L5 IT
P1S4_200116_003_A01,patch-seq-L6 IT Car3
PAS4_190701_454_A01,patch-seq-L5 ET
P8S4_190326_353_A01,patch-seq-L5 ET
P2S4_180516_052_A01,patch-seq-L5 NP
PES4_191115_652_A01,patch-seq-L6b
PFS4_190919_704_A01,patch-seq-L5 ET
PBS4_180409_506_A01,patch-seq-L5 ET
PAS4_190807_452_A01,patch-seq-L6 CT
PFS4_190920_706_A01,patch-seq-L5 ET
PFS4_190207_705_A01,patch-seq-L4 & L5 IT
PAS4_190618_454_A01,patch-seq-L6 CT
PFS4_190822_704_A01,patch-seq-L2/3 IT
P1S4_190716_003_A01,patch-seq-L5 ET
PFS4_190830_702_A01,patch-seq-L2/3 IT
P1S4_190917_005_A01,patch-seq-L5 ET
P8S4_191022_352_A01,patch-seq-L5 ET
P8S4_190618_355_A01,patch-seq-L4 & L5 IT
P8S4_190718_352_A01,patch-seq-L5 ET
PAS4_190725_451_A01,patch-seq-L5 ET
PFS4_190716_706_A01,patch-seq-L6 CT
P8S4_191011_351_A01,patch-seq-L6 IT
PES4_191101_652_A01,patch-seq-L5 ET
PAS4_171016_452_A01,patch-seq-L4 & L5 IT
P6S4_171211_251_A01,patch-seq-L4 & L5 IT
PFS4_190822_702_A01,patch-seq-L6 CT
PES4_191126_652_A01,patch-seq-L5 ET
P8S4_190712_352_A01,patch-seq-L6 CT
PBS4_180821_504_A01,patch-seq-L6 IT
P1S4_190702_004_A01,patch-seq-L5 ET
PFS4_181217_701_A01,patch-seq-L6 CT
P2S4_180619_057_A01,patch-seq-L4 & L5 IT
PAS4_190716_455_A01,patch-seq-L6 CT
P2S4_170725_051_A01,patch-seq-L5 ET
PBS4_171106_503_A01,patch-seq-L6 CT
PFS4_190222_705_A01,patch-seq-L5 ET
P8S4_190326_355_A01,patch-seq-L5 ET
PFS4_190820_705_A01,patch-seq-L6 CT
PAS4_191206_451_A01,patch-seq-L4 & L5 IT
P8S4_180523_354_A01,patch-seq-L6 IT
PFS4_190611_702_A01,patch-seq-L6 IT
P2S4_170911_053_A01,patch-seq-L4 & L5 IT
PFS4_190726_702_A01,patch-seq-L6 CT
PFS4_190418_703_A01,patch-seq-L5 ET
P2S4_170707_051_A01,patch-seq-L4 & L5 IT
P8S4_191018_355_A01,patch-seq-L6b
P1S4_190703_002_A01,patch-seq-L6 CT
P9S4_180705_405_A01,patch-seq-L6b
PFS4_190813_701_A01,patch-seq-L6 IT
P8S4_190708_352_A01,patch-seq-L6 IT
PAS4_171031_451_A01,patch-seq-L5 ET
P9S4_171031_401_A01,patch-seq-L4 & L5 IT
P9S4_180523_404_A01,patch-seq-L6b
PAS4_190711_452_A01,patch-seq-L6 CT
PAS4_190716_454_A01,patch-seq-L4 & L5 IT
PAS4_190607_455_A01,patch-seq-L4 & L5 IT
PAS4_190718_451_A01,patch-seq-L5 ET
P1S4_190909_002_A01,patch-seq-L6 CT
PAS4_190412_454_A01,patch-seq-L4 & L5 IT
PES4_190510_651_A01,patch-seq-L5 ET
PFS4_191203_706_A01,patch-seq-L6 IT
P8S4_190820_353_A01,patch-seq-L6 CT
PAS4_171030_452_A01,patch-seq-L5 ET
P1S4_191105_001_A01,patch-seq-L6b
PFS4_190715_704_A01,patch-seq-L6 CT
PAS4_190711_454_A01,patch-seq-L6 CT
PFS4_190711_706_A01,patch-seq-L6 IT
P8S4_191122_351_A01,patch-seq-L6b
PFS4_190611_703_A01,patch-seq-L6 CT
PFS4_200227_701_A01,patch-seq-L6b
PAS4_200730_451_A01,patch-seq-L6b
PES4_190829_656_A01,patch-seq-L6 CT
PES4_190715_653_A01,patch-seq-L4 & L5 IT
P1S4_191205_001_A01,patch-seq-L4 & L5 IT
P1S4_190718_003_A01,patch-seq-L5 ET
P8S4_190916_354_A01,patch-seq-L5 ET
PAS4_190307_456_A01,patch-seq-L6 CT
PES4_191101_651_A01,patch-seq-L6 IT Car3
P8S4_191204_351_A01,patch-seq-L5 ET
PFS4_190726_705_A01,patch-seq-L2/3 IT
PFS4_190723_701_A01,patch-seq-L6 CT
PAS4_190513_455_A01,patch-seq-L5 ET
PAS4_190604_454_A01,patch-seq-L4 & L5 IT
P9S4_171211_406_A01,patch-seq-L4 & L5 IT
P8S4_171109_352_A01,patch-seq-L6 CT
PFS4_190703_701_A01,patch-seq-L6 IT
P8S4_191022_354_A01,patch-seq-L6 IT
P1S4_191108_001_A01,patch-seq-L6 CT
PAS4_190418_452_A01,patch-seq-L6 CT
PAS4_190703_451_A01,patch-seq-L4 & L5 IT
P8S4_190709_354_A01,patch-seq-L5 ET
P2S4_180226_052_A01,patch-seq-L2/3 IT
PAS4_171027_452_A01,patch-seq-L4 & L5 IT
PAS4_190712_451_A01,patch-seq-L6 CT
PAS4_170927_451_A01,patch-seq-L4 & L5 IT
PBS4_180604_508_A01,patch-seq-L2/3 IT
PES4_190703_654_A01,patch-seq-L2/3 IT
PAS4_190923_451_A01,patch-seq-L4 & L5 IT
PFS4_190709_708_A01,patch-seq-L6 CT
PES4_190506_652_A01,patch-seq-L6 CT
P9S4_171003_411_A01,patch-seq-L4 & L5 IT
PFS4_190205_706_A01,patch-seq-L4 & L5 IT
P8S4_191004_354_A01,patch-seq-L5 NP
P8S4_190709_351_A01,patch-seq-L6 CT
P8S4_191119_356_A01,patch-seq-L6 IT
PFS4_191024_702_A01,patch-seq-L6 IT
PAS4_191014_456_A01,patch-seq-L4 & L5 IT
P1S4_190506_004_A01,patch-seq-L6 CT
PES4_191114_654_A01,patch-seq-L4 & L5 IT
P8S4_190218_354_A01,patch-seq-L2/3 IT
PAS4_190708_454_A01,patch-seq-L4 & L5 IT
P1S4_190711_002_A01,patch-seq-L6 CT
PFS4_191119_702_A01,patch-seq-L5 ET
PES4_190718_653_A01,patch-seq-L6 CT
PFS4_191115_703_A01,patch-seq-L5 ET
P8S4_171011_354_A01,patch-seq-L5 ET
PES4_191115_653_A01,patch-seq-L5 NP
P8S4_190822_352_A01,patch-seq-L6 CT
PFS4_190819_707_A01,patch-seq-L6 CT
P1S4_190716_001_A01,patch-seq-L5 ET
P8S4_200113_356_A01,patch-seq-L2/3 IT
PAS4_190709_453_A01,patch-seq-L6 CT
PFS4_191007_704_A01,patch-seq-L2/3 IT
P8S4_181016_356_A01,patch-seq-L4 & L5 IT
PAS4_190708_453_A01,patch-seq-L4 & L5 IT
PBS4_180824_511_A01,patch-seq-L6 IT
PAS4_171018_453_A01,patch-seq-L4 & L5 IT
P1S4_190920_002_A01,patch-seq-L5 ET
PES4_200228_651_A01,patch-seq-L6 CT
PAS4_170928_451_A01,patch-seq-L4 & L5 IT
PFS4_191204_703_A01,patch-seq-L5 ET
PAS4_200713_457_A01,patch-seq-L6b
P8S4_190712_357_A01,patch-seq-L6 CT
PES4_190709_656_A01,patch-seq-L6 CT
PAS4_190815_451_A01,patch-seq-L2/3 IT
P1S4_191205_003_A01,patch-seq-L5 ET
P1S4_190709_006_A01,patch-seq-L6 CT
P8S4_190709_355_A01,patch-seq-L6 CT
PAS4_191014_452_A01,patch-seq-L6 CT
P1S4_190919_003_A01,patch-seq-L2/3 IT
P8S4_190703_353_A01,patch-seq-L5 ET
PES4_190228_653_A01,patch-seq-L4 & L5 IT
PAS4_190708_456_A01,patch-seq-L5 ET
PFS4_190917_705_A01,patch-seq-L6 IT
PFS4_190913_701_A01,patch-seq-L5 ET
P8S4_191017_352_A01,patch-seq-L6 IT
PES4_190719_651_A01,patch-seq-L4 & L5 IT
P9S4_171106_407_A01,patch-seq-L6 CT
PES4_190716_657_A01,patch-seq-L6 CT
PAS4_190701_453_A01,patch-seq-L4 & L5 IT
PAS4_190712_452_A01,patch-seq-L6 CT
PES4_190226_652_A01,patch-seq-L5 ET
P8S4_171129_352_A01,patch-seq-L6b
PAS4_190927_453_A01,patch-seq-L4 & L5 IT
P8S4_191125_353_A01,patch-seq-L5 ET
PAS4_190121_452_A01,patch-seq-L6 CT
PAS4_191008_454_A01,patch-seq-L2/3 IT
PFS4_191126_701_A01,patch-seq-L6 CT
P8S4_190930_356_A01,patch-seq-L5 NP
P8S4_190703_352_A01,patch-seq-L4 & L5 IT
PFS4_191220_701_A01,patch-seq-L5 ET
PAS4_190627_461_A01,patch-seq-L5 ET
PAS4_190507_453_A01,patch-seq-L6 CT
P8S4_190927_352_A01,patch-seq-L5 ET
PAS4_180606_453_A01,patch-seq-L2/3 IT
PES4_191008_654_A01,patch-seq-L5 ET
PAS4_190221_454_A01,patch-seq-L5 ET
P8S4_190919_354_A01,patch-seq-L5 ET
PAS4_190910_452_A01,patch-seq-L6 CT
P8S4_170915_356_A01,patch-seq-L4 & L5 IT
P2S4_171011_051_A01,patch-seq-L5 ET
PFS4_190917_703_A01,patch-seq-L5 ET
PES4_191024_652_A01,patch-seq-L6 CT
PAS4_190709_452_A01,patch-seq-L6 CT
PAS4_190221_456_A01,patch-seq-L5 ET
P9S4_171030_404_A01,patch-seq-L4 & L5 IT
P8S4_190301_355_A01,patch-seq-L6 CT
