sample_id,x,y
SM-D9CYV_S50_E1-50,-6.6678205,-4.0402613
SM-D9CYV_S51_E1-50,-4.646211,-5.5765185
SM-D9CYV_S52_E1-50,-6.2470446,-6.099048
SM-D9CYV_S53_E1-50,-5.987568,-4.302383
SM-D9CYV_S54_E1-50,-4.2628217,-4.2682543
SM-D9CYV_S55_E1-50,-3.798877,-6.6180224
SM-D9CYV_S56_E1-50,-3.0652266,-5.7155094
SM-D9CYV_S57_E1-50,-5.4732366,-3.6415079
SM-D9CYV_S58_E1-50,-5.4001017,-3.6776283
SM-D9CYV_S59_E1-50,-2.8020806,-5.4132385
SM-D9CYV_S60_E1-50,-3.2568324,-5.3692975
SM-D9CYV_S61_E1-50,-2.6932664,-4.812864
SM-D9CYV_S62_E1-50,-3.744819,-5.9590874
SM-D9CYV_S63_E1-50,-6.8858566,-5.7462187
SM-D9CYV_S64_E1-50,-2.8851087,-2.994731
SM-D9CYV_S65_E1-50,-4.1840577,-4.2819753
SM-D9CYV_S66_E1-50,-5.2500267,-5.5736856
SM-D9CYV_S67_E1-50,-2.3239474,-3.3312616
SM-D9CYV_S68_E1-50,-7.130898,-3.3249495
SM-D9CYV_S69_E1-50,-4.2223034,-4.323793
SM-D9CYV_S70_E1-50,-4.8990517,-5.723273
SM-D9CYV_S71_E1-50,-4.494157,-3.8966072
SM-D9CYV_S72_E1-50,-3.3258033,-5.6840644
SM-D9CYV_S74_E1-50,4.1358585,2.4482553
SM-D9CYV_S75_E1-50,3.8911152,1.9653254
SM-D9CYV_S76_E1-50,3.3100393,3.6621833
SM-D9CYV_S77_E1-50,3.192243,0.8140339
SM-D9CYV_S78_E1-50,3.0840251,3.71957
SM-D9CYV_S79_E1-50,3.987845,0.4613495
SM-D9CYV_S80_E1-50,2.8801742,3.2493484
SM-D9CYV_S92_E1-50,0.6997809,6.849777
SM-D9CYV_S93_E1-50,-5.804863,-5.273341
SM-D9CYV_S94_E1-50,-3.9932399,10.497883
SM-D9CYV_S95_E1-50,3.6661155,-5.6609473
SM-D9CYV_S96_E1-50,-0.87016165,7.5309787
SM-D9CZ2_S01_E1-50,0.7287253,-1.4689744
SM-D9CZ2_S02_E1-50,-5.8566656,-3.8680387
SM-D9CZ2_S03_E1-50,-1.5614489,-3.1629493
SM-D9CZ2_S04_E1-50,-2.091056,-5.9706693
SM-D9CZ2_S05_E1-50,-5.9090066,-4.1790257
SM-D9CZ2_S06_E1-50,-5.667475,-4.549941
SM-D9CZ2_S07_E1-50,-3.367278,-5.1075706
SM-D9CZ2_S08_E1-50,-5.479792,-4.5122895
SM-D9CZ2_S10_E1-50,-3.8979385,-3.6681836
SM-D9CZ2_S11_E1-50,-2.9334047,-4.7828274
SM-D9CZ2_S12_E1-50,-3.1196299,-5.0120096
SM-D9CZ2_S13_E1-50,-3.8918843,-4.993438
SM-D9CZ2_S14_E1-50,-6.5002375,-4.3122077
SM-D9CZ2_S15_E1-50,-3.8064854,-5.3934093
SM-D9CZ2_S16_E1-50,-4.091244,-5.414057
SM-D9CZ2_S65_E1-50,2.6299067,6.018209
SM-D9CZ2_S66_E1-50,3.9418209,-0.3201206
SM-D9CZ2_S67_E1-50,3.8005564,-5.1900573
SM-D9CZ2_S68_E1-50,2.271905,-6.179491
SM-D9CZ2_S69_E1-50,4.3187356,0.49558166
SM-D9CZ2_S71_E1-50,3.299691,2.0064917
SM-D9CZ2_S72_E1-50,4.5808578,-5.947203
SM-D9CZ2_S73_E1-50,4.1642485,-6.1382084
SM-D9CZ2_S74_E1-50,-3.121467,11.2013645
SM-D9CZ2_S75_E1-50,2.8035464,4.184385
SM-D9CZ2_S76_E1-50,4.9923697,-8.543513
SM-D9CZ2_S77_E1-50,2.6209412,6.3283815
SM-D9CZ2_S78_E1-50,3.506307,-0.45817357
SM-D9CZ2_S79_E1-50,0.3350428,10.542568
SM-D9CZ2_S80_E1-50,4.2120547,-5.2826786
SM-D9CZ2_S81_E1-50,-2.5159028,10.313217
SM-D9CZ2_S82_E1-50,0.6527141,6.7888126
SM-D9CZ2_S83_E1-50,-1.7053983,14.858172
SM-D9CZ2_S84_E1-50,-1.5817665,11.113435
SM-D9CZ2_S86_E1-50,-2.403206,10.352344
SM-D9CZ2_S87_E1-50,4.1875944,-7.4833093
SM-D9CZ2_S88_E1-50,-0.026113765,7.82696
SM-D9CZ2_S89_E1-50,-1.6629214,10.199734
SM-D9CZ2_S90_E1-50,4.5253344,15.809048
SM-D9CZ2_S92_E1-50,6.2522492,14.664242
SM-D9CZ2_S94_E1-50,-1.6548225,9.302648
SM-D9CZ2_S95_E1-50,-10.230509,11.648856
SM-D9CZ2_S96_E1-50,4.973295,-9.248357
SM-D9CZ6_S01_E1-50,5.567605,16.2111
SM-D9CZ6_S02_E1-50,5.719107,15.648874
SM-D9CZ6_S03_E1-50,11.143434,-0.63083166
SM-D9CZ6_S05_E1-50,10.215291,3.3490298
SM-D9CZ6_S06_E1-50,13.873769,-5.885135
SM-D9CZ6_S07_E1-50,9.799137,-1.6510711
SM-D9CZ6_S08_E1-50,-4.190833,-2.0835392
SM-D9CZ6_S09_E1-50,4.2089734,-8.4129095
SM-D9CZ6_S10_E1-50,10.183021,-0.7053145
SM-D9CZ6_S11_E1-50,0.26585847,10.328063
SM-D9CZ6_S13_E1-50,13.88511,-5.689819
SM-D9CZ6_S14_E1-50,1.534556,-9.185223
SM-D9CZ6_S15_E1-50,11.03298,-0.7717566
SM-D9CZ6_S16_E1-50,10.951539,-0.8608336
SM-D9CZ6_S18_E1-50,-8.164168,-2.628876
SM-D9CZ6_S19_E1-50,3.8628833,1.2466402
SM-D9CZ6_S20_E1-50,-0.20547825,7.5076766
SM-D9CZ6_S23_E1-50,-4.177006,-4.472499
SM-D9CZ6_S24_E1-50,-3.2799432,-2.7117884
SM-D9CZ6_S25_E1-50,-10.13088,11.402983
SM-D9CZ6_S26_E1-50,-7.452445,-3.3614776
SM-D9CZ6_S29_E1-50,-1.9994144,15.540911
SM-D9CZ6_S31_E1-50,-7.0247517,-5.3885946
SM-D9CZ6_S32_E1-50,4.256252,0.5948487
SM-D9CZ6_S33_E1-50,2.4762933,8.04373
SM-D9CZ6_S34_E1-50,-0.6939428,7.471985
SM-D9CZ6_S35_E1-50,0.028420093,8.692511
SM-D9CZ6_S36_E1-50,-1.1830971,8.092539
SM-D9CZ6_S37_E1-50,-2.0032158,15.196119
SM-D9CZ6_S38_E1-50,-6.441179,-4.2964272
SM-D9CZ6_S41_E1-50,15.536764,3.570428
SM-D9CZ6_S42_E1-50,-1.471136,-1.9101806
SM-D9CZ6_S43_E1-50,-5.0752172,-5.601206
SM-D9CZ6_S44_E1-50,-4.441672,-4.1295733
SM-D9CZ6_S45_E1-50,-4.764189,-3.061355
SM-D9CZ6_S46_E1-50,-6.560006,-2.7805364
SM-D9CZ6_S47_E1-50,-7.2542567,-5.7981243
SM-D9CZ6_S48_E1-50,-3.8478272,-2.4664395
SM-D9CZ6_S49_E1-50,-6.97056,-4.545437
SM-D9CZ6_S50_E1-50,-5.8567433,-2.4157584
SM-D9CZ6_S51_E1-50,1.7301184,-0.12600891
SM-D9CZ6_S52_E1-50,-7.8045554,-4.472922
SM-D9CZ6_S55_E1-50,-5.4747396,-1.8265615
SM-D9CZ6_S56_E1-50,-6.770722,-3.071453
SM-D9CZ6_S57_E1-50,-6.2700663,-1.9164419
SM-D9CZ6_S58_E1-50,-6.6121736,-5.0874047
SM-D9CZ6_S59_E1-50,-5.2829514,-2.5562398
SM-D9CZ6_S61_E1-50,-5.387045,-3.8531637
SM-D9CZ6_S62_E1-50,-4.320669,-4.701866
SM-D9CZ6_S63_E1-50,-8.256374,-2.1928322
SM-D9CZ6_S65_E1-50,-4.8837547,-2.6726217
SM-D9CZ6_S66_E1-50,-7.7559934,-4.169506
SM-D9CZ6_S67_E1-50,-7.7883773,-3.9083924
SM-D9CZ6_S68_E1-50,-6.5042906,-3.2297182
SM-D9CZ6_S69_E1-50,-7.358848,-2.237379
SM-D9CZ6_S70_E1-50,-6.0520616,-4.1928296
SM-D9CZ6_S71_E1-50,-5.7241364,-2.896109
SM-D9CZ6_S72_E1-50,-6.9815235,-1.5635436
SM-D9CZ6_S73_E1-50,-7.6420975,-3.452361
SM-D9CZ6_S74_E1-50,-5.727324,-2.1374714
SM-D9CZ6_S75_E1-50,-7.712239,-4.4246507
SM-D9CZ6_S76_E1-50,-6.3364015,-4.370619
SM-D9CZ6_S77_E1-50,-4.9695463,-4.129544
SM-D9CZ6_S78_E1-50,-6.6023345,-4.2209153
SM-D9CZ6_S79_E1-50,-7.8854747,-4.1719766
SM-D9CZ6_S80_E1-50,-6.4606543,-3.974857
SM-D9CZ6_S95_E1-50,1.1851765,-1.3203392
SM-D9CZE_S09_E1-50,-3.7446985,-3.2503667
SM-D9CZE_S11_E1-50,3.665058,-0.4013324
SM-D9CZE_S12_E1-50,-7.33402,-6.0794845
SM-D9CZE_S13_E1-50,-0.62818485,8.068417
SM-D9CZE_S14_E1-50,2.765647,-8.233349
SM-D9CZE_S15_E1-50,-2.8497078,11.147286
SM-D9CZE_S16_E1-50,-7.998638,-3.2001626
SM-D9CZE_S19_E1-50,-7.7422094,-4.4113474
SM-D9CZE_S20_E1-50,-6.85952,-5.130591
SM-D9CZE_S22_E1-50,-7.0268555,-6.06463
SM-D9CZE_S23_E1-50,-6.810948,-2.9835293
SM-D9CZE_S24_E1-50,-7.7255945,-5.527099
SM-D9CZE_S26_E1-50,-0.87868816,-3.0224407
SM-D9CZE_S27_E1-50,-4.979115,-3.3290648
SM-D9CZE_S28_E1-50,-5.918282,-3.1006343
SM-D9CZE_S29_E1-50,-4.038534,-3.499307
SM-D9CZE_S30_E1-50,-7.56843,-1.7326244
SM-D9CZE_S31_E1-50,-7.6182494,-2.2527237
SM-D9CZE_S32_E1-50,-1.0554116,-2.0169477
SM-D9CZE_S34_E1-50,-1.3406727,-3.0666075
SM-D9CZE_S35_E1-50,-6.7469907,-5.4809937
SM-D9CZE_S36_E1-50,-7.0160546,-5.203542
SM-D9CZE_S37_E1-50,-4.562857,-3.832294
SM-D9CZE_S38_E1-50,-6.202532,-3.8892121
SM-D9CZE_S39_E1-50,-7.239184,-2.395494
SM-D9CZE_S40_E1-50,-7.0683613,-4.5344872
SM-D9CZE_S41_E1-50,-7.2055144,-3.551042
SM-D9CZE_S42_E1-50,-6.3230567,-4.840339
SM-D9CZE_S43_E1-50,-7.493988,-2.717665
SM-D9CZE_S44_E1-50,-4.381843,-3.5838597
SM-D9CZE_S45_E1-50,-3.8850803,-3.6545148
SM-D9CZE_S46_E1-50,-6.9277043,-3.5953023
SM-D9CZE_S47_E1-50,-7.6695485,-2.7703989
SM-D9CZE_S48_E1-50,-7.2556267,-1.7275358
SM-D9CZE_S58_E1-50,3.2488277,6.3122187
SM-D9CZE_S59_E1-50,-2.7416525,10.618226
SM-D9CZE_S62_E1-50,-1.127193,12.655078
SM-D9CZE_S63_E1-50,3.9726107,-8.568201
SM-D9CZE_S64_E1-50,-1.5987233,14.714233
SM-D9CZE_S67_E1-50,-2.3370728,12.239479
SM-D9CZE_S68_E1-50,-1.5049706,9.853336
SM-D9CZE_S69_E1-50,10.073841,11.267785
SM-D9CZE_S71_E1-50,4.6450796,-7.952428
SM-D9CZE_S72_E1-50,-3.9883096,10.706648
SM-D9CZE_S73_E1-50,-1.6615952,10.209042
SM-D9CZE_S82_E1-50,-2.1200273,7.6838446
SM-D9CZE_S84_E1-50,10.7330065,10.916751
SM-D9CZE_S88_E1-50,3.789099,-5.2283516
SM-D9CZF_S01_E1-50,2.3836071,-0.53577477
SM-D9CZF_S02_E1-50,-10.275605,10.837244
SM-D9CZF_S03_E1-50,-1.6649005,9.672295
SM-D9CZF_S04_E1-50,4.1089964,-0.56980735
SM-D9CZF_S05_E1-50,1.0407349,10.288774
SM-D9CZF_S07_E1-50,3.2848544,-8.853844
SM-D9CZF_S08_E1-50,1.926816,-1.4305801
SM-D9CZF_S09_E1-50,3.8079813,-0.09817932
SM-D9CZF_S12_E1-50,-7.3513417,-2.9093683
SM-D9CZF_S13_E1-50,0.09594297,6.996489
SM-D9CZF_S15_E1-50,0.89162576,9.047562
SM-D9CZF_S16_E1-50,-7.976215,-3.85194
SM-D9CZF_S17_E1-50,-7.8805223,-3.5669458
SM-D9CZF_S20_E1-50,-6.1142774,-4.0982256
SM-D9CZF_S21_E1-50,-6.683839,-3.5261633
SM-D9CZF_S22_E1-50,-6.777338,-5.751439
SM-D9CZF_S23_E1-50,-7.5710726,-1.6654946
SM-D9CZF_S24_E1-50,-6.763774,-2.4164577
SM-D9CZF_S26_E1-50,-7.218688,-4.748356
SM-D9CZF_S27_E1-50,-7.0286283,-4.5917764
SM-D9CZF_S28_E1-50,-1.0594206,-2.0222178
SM-D9CZF_S29_E1-50,-8.015679,-4.2103944
SM-D9CZF_S30_E1-50,-7.528922,-5.3283176
SM-D9CZF_S31_E1-50,-5.2996426,-2.190063
SM-D9CZF_S32_E1-50,-1.8476028,-2.7214127
SM-D9CZF_S33_E1-50,-6.526657,-2.6443973
SM-D9CZF_S36_E1-50,-7.7591934,-3.1801565
SM-D9CZF_S37_E1-50,-6.196271,-5.134803
SM-D9CZF_S38_E1-50,-6.152218,-1.8237797
SM-D9CZF_S40_E1-50,-6.1344595,-4.6573043
SM-D9CZF_S41_E1-50,4.053368,-7.5103464
SM-D9CZF_S44_E1-50,-1.2283981,11.260128
SM-D9CZF_S45_E1-50,4.013217,-5.0310345
SM-D9CZF_S46_E1-50,-2.675415,14.794883
SM-D9CZF_S48_E1-50,-0.27360088,10.466885
SM-D9CZF_S49_E1-50,-1.9198376,14.792003
SM-D9CZF_S50_E1-50,-3.7828126,9.971273
SM-D9CZF_S51_E1-50,-2.1224642,15.620385
SM-D9CZF_S52_E1-50,7.462974,11.532598
SM-D9CZF_S53_E1-50,-2.170749,-5.5228634
SM-D9CZF_S54_E1-50,-10.063386,11.206421
SM-D9CZF_S55_E1-50,3.1169846,-5.453245
SM-D9CZF_S56_E1-50,-1.0923688,9.957496
SM-D9CZF_S65_E1-50,-0.34702867,14.156575
SM-D9CZF_S66_E1-50,-0.08180346,8.239166
SM-D9CZF_S67_E1-50,-0.6334165,8.70109
SM-D9CZF_S68_E1-50,0.35150078,8.62019
SM-D9CZF_S69_E1-50,-3.7171023,11.314203
SM-D9CZF_S70_E1-50,4.1292205,-8.782753
SM-D9CZF_S71_E1-50,-10.036674,11.056848
SM-D9CZF_S72_E1-50,0.09661567,6.7161684
SM-D9CZF_S77_E1-50,4.2870975,-10.64483
SM-D9CZF_S78_E1-50,3.2088122,6.481357
SM-D9CZF_S79_E1-50,2.8454375,-6.963486
SM-D9CZF_S80_E1-50,-2.4996057,13.188045
SM-D9CZF_S81_E1-50,-0.14661911,6.6710725
SM-D9CZF_S82_E1-50,-0.9650504,6.8292317
SM-D9CZF_S83_E1-50,6.984829,14.665165
SM-D9CZK_S09_E1-50,-6.3132534,-3.9630642
SM-D9CZK_S10_E1-50,-7.76723,-2.0275881
SM-D9CZK_S11_E1-50,-7.8799725,-4.366418
SM-D9CZK_S12_E1-50,-6.3616586,-2.2581964
SM-D9CZK_S14_E1-50,-7.6763277,-2.8815823
SM-D9CZK_S15_E1-50,-4.8846,-3.9164488
SM-D9CZK_S16_E1-50,-7.0841002,-4.602305
SM-D9CZK_S17_E1-50,-3.1913018,-3.1729627
SM-D9CZK_S18_E1-50,-7.841393,-4.639905
SM-D9CZK_S19_E1-50,-2.235608,-2.697576
SM-D9CZK_S20_E1-50,-7.5372243,-1.41096
SM-D9CZK_S22_E1-50,-7.9996667,-1.9047045
SM-D9CZK_S27_E1-50,-4.5247984,11.744803
SM-D9CZK_S29_E1-50,2.8400319,-5.5291743
SM-D9CZK_S33_E1-50,7.2628856,11.069706
SM-D9CZK_S35_E1-50,11.118601,10.688905
SM-D9CZK_S36_E1-50,10.466976,11.581158
SM-D9CZK_S40_E1-50,7.5261016,11.366743
SM-D9CZK_S41_E1-50,9.79739,-1.5609224
SM-D9CZK_S45_E1-50,13.492814,-0.8658001
SM-D9CZK_S48_E1-50,10.1195965,10.725114
SM-D9CZK_S49_E1-50,10.574689,10.674865
SM-D9CZK_S51_E1-50,9.986223,11.55785
SM-D9CZK_S53_E1-50,9.714316,-2.1112843
SM-D9CZK_S55_E1-50,6.4954977,14.823977
SM-D9CZK_S56_E1-50,7.430619,11.655523
SM-D9CZK_S57_E1-50,10.554615,-0.8564586
SM-D9CZK_S59_E1-50,10.402594,-2.6619563
SM-D9CZK_S60_E1-50,8.507763,11.869795
SM-D9CZK_S61_E1-50,13.385661,0.30439913
SM-D9CZK_S62_E1-50,8.2247715,12.721548
SM-D9CZK_S68_E1-50,10.849394,11.169176
SM-D9CZK_S70_E1-50,10.484728,10.701749
SM-D9CZK_S73_E1-50,5.9142003,15.493409
SM-D9CZK_S76_E1-50,10.137833,-3.6829643
SM-D9CZK_S77_E1-50,2.8733253,-7.6738434
SM-D9CZK_S81_E1-50,6.3346467,15.369603
SM-D9CZK_S87_E1-50,7.860447,11.543868
SM-D9CZK_S88_E1-50,4.495943,-8.972821
SM-D9CZK_S94_E1-50,4.2594795,14.807826
SM-D9CZK_S95_E1-50,5.708797,15.458606
SM-D9CZL_S01_E1-50,-2.328585,-3.57496
SM-D9CZL_S02_E1-50,-5.437201,-1.5958452
SM-D9CZL_S03_E1-50,-1.6341536,-2.3855784
SM-D9CZL_S04_E1-50,-6.4686546,-1.1873598
SM-D9CZL_S05_E1-50,-7.4504027,-3.7094243
SM-D9CZL_S06_E1-50,-7.160734,-5.6819468
SM-D9CZL_S07_E1-50,-7.393246,-2.3828857
SM-D9CZL_S08_E1-50,-3.501482,-3.8079226
SM-D9CZL_S17_E1-50,-4.5305915,-5.098641
SM-D9CZL_S18_E1-50,-6.775531,-3.8826463
SM-D9CZL_S20_E1-50,-6.491158,-5.3652153
SM-D9CZL_S21_E1-50,-7.8139496,-2.4248476
SM-D9CZL_S22_E1-50,-7.334257,-3.5114694
SM-D9CZL_S23_E1-50,-5.3876586,-3.917052
SM-D9CZL_S24_E1-50,-6.862897,-5.445008
SM-D9CZL_S25_E1-50,10.707102,-0.8499499
SM-D9CZL_S26_E1-50,5.7604494,15.92688
SM-D9CZL_S27_E1-50,-4.7710576,12.395957
SM-D9CZL_S28_E1-50,4.932154,15.057553
SM-D9CZL_S29_E1-50,9.975827,-2.7628427
SM-D9CZL_S30_E1-50,10.311012,-1.308661
SM-D9CZL_S31_E1-50,9.385429,-0.9067013
SM-D9CZL_S32_E1-50,9.812639,-1.2673582
SM-D9CZL_S33_E1-50,10.890831,10.998335
SM-D9CZL_S37_E1-50,10.283984,1.2010326
SM-D9CZL_S38_E1-50,6.0787506,15.139295
SM-D9CZL_S42_E1-50,10.265547,-1.3791125
SM-D9CZL_S43_E1-50,11.182697,-1.0924306
SM-D9CZL_S44_E1-50,5.532616,16.251362
SM-D9CZL_S45_E1-50,11.1233015,-0.99665135
SM-D9CZL_S46_E1-50,9.733815,-2.7359974
SM-D9CZL_S50_E1-50,10.918639,10.380397
SM-D9CZL_S51_E1-50,7.0254374,11.234734
SM-D9CZL_S53_E1-50,4.6923237,15.840388
SM-D9CZL_S54_E1-50,10.425285,11.431618
SM-D9CZL_S55_E1-50,12.662299,-0.46755782
SM-D9CZL_S57_E1-50,12.307257,0.07784152
SM-D9CZL_S58_E1-50,7.485956,12.061917
SM-D9CZL_S59_E1-50,5.227193,16.710133
SM-D9CZL_S64_E1-50,5.7214694,15.562908
SM-D9CZL_S65_E1-50,11.088996,-0.6565011
SM-D9CZL_S66_E1-50,4.379359,15.188796
SM-D9CZL_S67_E1-50,13.254503,0.48608622
SM-D9CZL_S68_E1-50,10.198589,11.488658
SM-D9CZL_S70_E1-50,11.590738,-0.510233
SM-D9CZL_S72_E1-50,3.9149003,-10.121912
SM-D9CZL_S74_E1-50,8.092028,10.86782
SM-D9CZL_S77_E1-50,6.752179,15.125054
SM-D9CZL_S81_E1-50,5.4091916,15.242198
SM-D9CZL_S84_E1-50,5.1918406,16.07642
SM-D9CZL_S85_E1-50,10.287601,11.546577
SM-D9CZL_S89_E1-50,10.234751,11.0111
SM-D9CZL_S90_E1-50,6.2630434,13.856018
SM-D9CZL_S95_E1-50,4.919921,15.789767
SM-D9CZM_S05_E1-50,12.377829,-0.41405642
SM-D9CZM_S06_E1-50,7.2937284,11.15097
SM-D9CZM_S07_E1-50,10.492725,11.21363
SM-D9CZM_S11_E1-50,3.9417784,13.986846
SM-D9CZM_S12_E1-50,12.235256,-0.8631063
SM-D9CZM_S14_E1-50,6.915353,11.255023
SM-D9CZM_S15_E1-50,9.502798,-1.6706153
SM-D9CZM_S25_E1-50,9.981655,-1.879893
SM-D9CZM_S26_E1-50,9.935391,-1.5667262
SM-D9CZM_S28_E1-50,10.90341,-0.019966183
SM-D9CZM_S29_E1-50,6.194444,15.294469
SM-D9CZM_S30_E1-50,10.888698,-0.62836325
SM-D9CZM_S32_E1-50,3.8230762,-4.428099
SM-D9CZM_S33_E1-50,-0.7683721,12.54525
SM-D9CZM_S34_E1-50,-2.0117085,10.223894
SM-D9CZM_S35_E1-50,-2.4529903,12.320509
SM-D9CZM_S36_E1-50,-2.5413384,12.682293
SM-D9CZM_S37_E1-50,3.0925913,6.8850884
SM-D9CZM_S38_E1-50,4.465153,-9.588492
SM-D9CZM_S41_E1-50,-4.9448843,12.498306
SM-D9CZM_S42_E1-50,-1.2739543,9.198193
SM-D9CZM_S43_E1-50,-3.2660096,14.089575
SM-D9CZM_S44_E1-50,4.202976,-0.4475865
SM-D9CZM_S45_E1-50,-0.0021785335,8.737564
SM-D9CZM_S46_E1-50,2.689517,5.2049136
SM-D9CZM_S47_E1-50,-2.6457736,11.215657
SM-D9CZM_S48_E1-50,-4.4328976,12.466319
SM-D9CZM_S49_E1-50,-2.9993038,14.493886
SM-D9CZM_S50_E1-50,0.10059975,7.8933063
SM-D9CZM_S51_E1-50,-1.4503201,8.66988
SM-D9CZM_S52_E1-50,-4.1743445,10.903818
SM-D9CZM_S53_E1-50,-2.564724,15.345241
SM-D9CZM_S54_E1-50,-0.847705,8.5743265
SM-D9CZM_S55_E1-50,0.13037124,12.663035
SM-D9CZM_S56_E1-50,-3.7658613,10.401421
SM-D9CZM_S57_E1-50,7.247809,12.278886
SM-D9CZM_S65_E1-50,-1.767714,8.062803
SM-D9CZM_S66_E1-50,-4.376979,13.395353
SM-D9CZM_S67_E1-50,-4.46015,12.264265
SM-D9CZM_S68_E1-50,-3.773625,12.466393
SM-D9CZM_S69_E1-50,-0.65449643,8.357532
SM-D9CZM_S70_E1-50,-4.099808,12.353498
SM-D9CZM_S71_E1-50,0.11069842,7.261118
SM-D9CZM_S72_E1-50,-3.054234,11.67116
SM-D9CZM_S73_E1-50,-0.50538975,-2.0176039
SM-D9CZM_S75_E1-50,-1.9216573,7.509028
SM-D9CZM_S76_E1-50,-1.2545414,15.311426
SM-D9CZM_S77_E1-50,2.3353882,1.025556
SM-D9CZM_S78_E1-50,-0.16009986,14.52077
SM-D9CZM_S79_E1-50,0.21603863,14.200498
SM-D9CZM_S80_E1-50,-1.4992496,7.7989087
SM-D9CZM_S81_E1-50,-10.587027,10.854428
SM-D9CZM_S82_E1-50,-4.048902,13.062326
SM-D9CZM_S83_E1-50,-1.3277253,9.322444
SM-D9CZM_S85_E1-50,-0.6925358,8.2477455
SM-D9CZM_S86_E1-50,-5.5213776,-4.858796
SM-D9CZM_S87_E1-50,0.544989,7.719071
SM-D9CZM_S88_E1-50,1.2004006,9.872777
SM-D9CZM_S91_E1-50,2.7045276,6.4425793
SM-D9CZM_S92_E1-50,-1.1243607,8.074804
SM-D9CZM_S93_E1-50,-0.79092604,7.088896
SM-D9CZM_S94_E1-50,-1.6834285,9.849405
SM-D9CZM_S95_E1-50,-4.2849884,12.347521
SM-D9CZM_S96_E1-50,-3.6916595,12.528819
SM-D9CZP_S03_E1-50,10.385057,11.065304
SM-D9CZP_S06_E1-50,10.979347,-0.80369496
SM-D9CZP_S07_E1-50,10.56225,10.975335
SM-D9CZP_S13_E1-50,10.49918,10.546218
SM-D9CZP_S14_E1-50,5.8678846,16.094017
SM-D9CZP_S17_E1-50,11.374974,-0.8463663
SM-D9CZP_S18_E1-50,10.34435,-2.1325877
SM-D9CZP_S19_E1-50,5.9236455,16.116735
SM-D9CZP_S20_E1-50,11.07876,10.676266
SM-D9CZP_S21_E1-50,11.73372,-0.7031291
SM-D9CZP_S25_E1-50,-0.46882468,11.300225
SM-D9CZP_S26_E1-50,-3.179193,-3.776572
SM-D9CZP_S27_E1-50,-3.2895103,14.527493
SM-D9CZP_S28_E1-50,-0.51903564,11.507822
SM-D9CZP_S29_E1-50,0.12987287,8.303608
SM-D9CZP_S30_E1-50,-2.9809172,9.461713
SM-D9CZP_S31_E1-50,1.5106117,-0.9078981
SM-D9CZP_S32_E1-50,-3.176267,14.081269
SM-D9CZP_S33_E1-50,-3.2415864,10.041748
SM-D9CZP_S34_E1-50,-0.06794421,8.831823
SM-D9CZP_S35_E1-50,-1.008984,9.936656
SM-D9CZP_S36_E1-50,3.4945817,7.2148323
SM-D9CZP_S37_E1-50,-3.8930445,10.093391
SM-D9CZP_S38_E1-50,-3.0280788,12.69671
SM-D9CZP_S39_E1-50,0.03836038,7.265215
SM-D9CZP_S40_E1-50,-0.86763185,15.417426
SM-D9CZP_S49_E1-50,-0.39304256,15.292785
SM-D9CZP_S50_E1-50,4.2087817,-0.04010382
SM-D9CZP_S51_E1-50,-1.9451932,12.403922
SM-D9CZP_S52_E1-50,-3.3602462,10.097714
SM-D9CZP_S53_E1-50,0.09588894,9.846982
SM-D9CZP_S54_E1-50,0.9286239,9.136113
SM-D9CZP_S55_E1-50,-3.8715289,12.872007
SM-D9CZP_S56_E1-50,-3.0291755,10.375661
SM-D9CZP_S57_E1-50,0.8388199,11.357258
SM-D9CZP_S58_E1-50,2.0891726,5.600592
SM-D9CZP_S59_E1-50,0.45928484,9.627703
SM-D9CZP_S60_E1-50,-3.431014,11.046396
SM-D9CZP_S61_E1-50,-4.419898,11.557882
SM-D9CZP_S62_E1-50,-1.6102817,11.54101
SM-D9CZP_S63_E1-50,-1.4760398,11.753875
SM-D9CZP_S64_E1-50,-0.35949168,8.124116
SM-D9CZP_S65_E1-50,8.250531,11.2925415
SM-D9CZP_S66_E1-50,6.3051124,16.52024
SM-D9CZP_S69_E1-50,5.0704956,15.778642
SM-D9CZP_S71_E1-50,6.6995864,14.568638
SM-D9CZP_S77_E1-50,10.291734,11.515014
SM-D9CZP_S81_E1-50,0.98900545,8.667463
SM-D9CZP_S82_E1-50,-2.3101892,11.844644
SM-D9CZP_S83_E1-50,-3.9067984,-7.0758767
SM-D9CZP_S84_E1-50,2.6707835,-10.243106
SM-D9CZP_S85_E1-50,-3.3825972,-6.222632
SM-D9CZP_S86_E1-50,4.7426386,-9.331525
SM-D9CZP_S87_E1-50,-2.1017683,11.792059
SM-D9CZP_S88_E1-50,-0.09393616,7.7438135
SM-D9CZP_S89_E1-50,1.0175251,6.3750997
SM-D9CZP_S90_E1-50,-0.7572559,15.607082
SM-D9CZP_S91_E1-50,-2.1155503,7.4020658
SM-D9CZP_S92_E1-50,-4.20062,12.263287
SM-D9CZP_S93_E1-50,-1.7023064,7.2420278
SM-D9CZP_S94_E1-50,-2.3672984,11.493273
SM-D9CZP_S95_E1-50,-1.9789697,8.935689
SM-D9CZP_S96_E1-50,-2.2969077,-7.428667
SM-D9CZQ_S01_E1-50,2.9916182,6.2226486
SM-D9CZQ_S02_E1-50,2.7754288,-9.379341
SM-D9CZQ_S03_E1-50,-4.2730412,11.830193
