"","v1_alm_first_cl","v1_alm_second_cl","v1_alm_third_cl","v1_first_cl","v1_second_cl","v1_third_cl","v1_alm_first_bt","v1_alm_second_bt","v1_alm_third_bt","v1_first_bt","v1_second_bt","v1_third_bt","v1_alm_first_KL","v1_alm_second_KL","v1_alm_third_KL","v1_first_KL","v1_second_KL","v1_third_KL","v1_alm_first_cor","v1_alm_second_cor","v1_alm_third_cor","v1_first_cor","v1_second_cor","v1_third_cor","v1_alm_call","v1_call"
"T45_1.30_S30_L001_1563843.5","L2/3 IT VISp Adamts2","L2/3 IT ALM Ptrf","L2/3 IT ALM Sla","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.74,0.18,0.03,0.72,0.28,0,1.38907413475717,12.0339524143253,3.97355246197535,0.0940138561746727,2.09342060163174,2.60236335674344,0.553000102139838,0.538270389568,0.543389663771609,0.553293829932466,0.551183280230513,0.547565890123617,"I1","I1"
"T45_1.33_S33_L001_2175767.0","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.47,0.41,0.12,0.52,0.28,0.2,0.974765781972737,0.645239981717533,1.69099183542634,0.15050756003526,1.40436721667145,1.59626738956653,0.609790158025164,0.630881885562892,0.616592942092027,0.631083872505358,0.616618659601498,0.609907388989422,"I2","I2"
"T45_1.34_S34_L001_1877623.5","L2/3 IT VISp Adamts2","L2/3 IT ALM Ptrf","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.94,0.04,0.02,1,0,0,0.287414010213205,14.9694330574875,4.59573651265971,0.143856644117119,3.74711077099953,1.73085689446764,0.651871064355183,0.620440911340799,0.634907917892062,0.640767537998725,0.626958824422736,0.652136196713198,"Core","Core"
"T45_1.35_S35_L001_1867491.0","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT VISp Col27a1","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Col27a1",0.23,0.2,0.15,0.56,0.2,0.16,3.23124154756386,4.71024904836428,8.30111602266092,0.991059445874914,2.37636749496719,11.3975927731008,0.566440935266898,0.540337268630642,0.533308637175083,0.566458276202913,0.537209410806945,0.533093712422234,"PoorQ","I1"
"T45_1.36_S36_L001_1499850.0","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.47,0.29,0.23,1,0,0,1.59701561009181,2.37510472927602,7.67855415733435,0.143856644117119,3.74711077099953,1.73085689446764,0.545362191711407,0.527876509513557,0.529533316026024,0.545333821991113,0.528108110510679,0.54264733509467,"I2","Core"
"T45_1.37_S37_L001_1581091.0","Pvalb Tpbg","Pvalb Vipr2","Pvalb Reln Tac1","Pvalb Tpbg","Pvalb Reln Itm2a","L2/3 IT VISp Rrad",0.85,0.14,0.01,0.55,0.45,0,1.01313185461719,4.31911376352364,4.15295570018148,0.610967189537227,0.919355347401743,15.42981217104,0.52230800866934,0.473580921690364,0.514665094078971,0.518997066317827,0.532530245361741,0.371960192016389,"I1","I2"
"T45_1.38_S38_L001_1554519.5","L2/3 IT VISp Adamts2","L5 PT VISp C1ql2 Cdh13","L5 PT ALM Slco2a1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.97,0.01,0.01,0.58,0.42,0,0.546335992749105,15.789850022897,15.6804577114279,0.946703330133046,0.441633040475343,2.74494266921688,0.559823941131582,0.501817154169749,0.499152393979484,0.55574613056498,0.560091222200469,0.553426661109404,"Core","I2"
"T45_1.39_S39_L001_2105053.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.86,0.14,0,0.9,0.1,0,0.254687386176526,1.43497221572935,15.7129442938254,0.171904448796968,1.26079304532526,3.34539347745108,0.574969456924899,0.567348396065287,0.399763293713962,0.575085224873779,0.567819004717934,0.553057811595905,"I1","Core"
"T45_1.4_S4_L001_1566846.5","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.51,0.26,0.22,0.98,0.02,0,1.44485142327935,2.53807504436472,8.20501536907831,0.0900799601787665,3.57567728681005,1.65201263023663,0.598409348704633,0.581643756767042,0.586049342404968,0.598440189424735,0.581921734571204,0.596659245511064,"I2","Core"
"T45_1.40_S40_L001_2560316.0","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT ALM Sla","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.58,0.25,0.16,0.85,0.08,0.07,0.59935646729732,1.7912625048692,6.14576268948173,0.047737099051276,1.7457573665745,1.91870210334398,0.549606229542239,0.542618881360362,0.536337535729511,0.542847437706305,0.535612722225952,0.550111732407611,"I1","I1"
"T45_1.41_S41_L001_1794120.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","Lamp5 Krt73","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat",0.9,0.1,0,0.99,0.01,0,0.159116164314639,2.70081773612803,15.7928238868826,0.0502795741802383,2.61037994445343,2.31404171452802,0.560328666090748,0.548125523781877,0.384446034792794,0.548482356268495,0.560758366219596,0.548179381766993,"Core","Core"
"T45_1.42_S42_L001_1799232.0","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L5 IT ALM Pld5","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.67,0.31,0.01,0.96,0.04,0,0.596112539466137,1.86652771508898,15.2350001639914,0.171053500523269,3.36592941061984,2.84343489855382,0.535228367562735,0.507296863504079,0.48944069386841,0.535525600332782,0.509066120832852,0.507423684331089,"I1","Core"
"T45_1.44_S44_L001_1554921.5","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","Lamp5 Krt73","L2/3 IT VISp Rrad","L5 PT VISp Krt80","L2/3 IT VISp Adamts2",0.97,0.03,0,0.99,0.01,0,0.0631967294100411,2.24134064358481,15.9831625032002,0.18165051428039,15.9013786201685,2.76874781767086,0.556557453798959,0.566157214084437,0.405088406526668,0.556859029083476,0.49626770208448,0.564826417005743,"Core","Core"
"T45_1.45_S45_L001_1650941.5","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","Meis2 Adamts19","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat",0.67,0.15,0.1,0.73,0.15,0.12,1.68737853582886,2.97182974115488,13.4781804185296,0.0476757439096073,1.8684377284824,2.28490175386629,0.476319719900305,0.494039099408447,0.335367447697127,0.494331729236245,0.476520125547275,0.476353461621621,"PoorQ","PoorQ"
"T45_1.46_S46_L001_1378074.5","L2/3 IT VISp Agmat","L2/3 IT ALM Ptrf","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.76,0.17,0.07,0.54,0.46,0,0.449132667655126,11.749334638453,4.00763560613001,0.257998541131071,1.36080341310852,2.6433241186035,0.649809266159924,0.631062028772454,0.628496713726539,0.645131734359686,0.649825448020094,0.634756533652601,"I1","I2"
"T45_1.47_S47_L001_2073985.0","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT ALM Ptrf","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.66,0.32,0.02,0.35,0.34,0.31,0.721007872938863,1.26859011464671,15.0808503471988,0.933230496700004,0.438100408451118,1.2515929956822,0.526847415213418,0.547094677594684,0.514422093481553,0.527928623243422,0.547332843660915,0.526921115666167,"I1","I3"
"T45_1.48_S48_L001_2352074.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat",0.53,0.44,0.03,0.97,0.02,0.01,0.328478111115861,1.28074259538177,2.97197829863539,0.189855160386803,2.7764820578899,3.45961035164046,0.59402404832179,0.574966498569679,0.570619516645548,0.59453742878437,0.570894625913255,0.575070658544885,"I2","Core"
"T45_1.49_S49_L001_2395864.0","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","Meis2 Adamts19","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.89,0.1,0.01,0.66,0.21,0.13,0.179485400555535,3.82249620797112,15.5782777428444,0.432915576525837,11.8743577549986,5.00070898151804,0.554870180839432,0.546429304227512,0.405957387652237,0.554881362464064,0.534476987104425,0.546603510493723,"I1","I1"
"T45_1.5_S5_L001_1577533.0","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.52,0.48,0,0.58,0.36,0.06,0.439597382211172,1.28840198822832,15.4255641166715,0.299883130371325,1.5274457273093,1.13679793666365,0.600165362684666,0.58345756795481,0.430514261452669,0.583537539135794,0.58301051646893,0.600512040862266,"I2","I2"
"T45_1.50_S50_L001_1802850.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L5 PT VISp Lgr5",0.85,0.13,0.01,0.49,0.27,0.11,0.331432410789178,1.56241742667739,4.87388008498886,3.01951139589349,3.69729005223514,12.1163799083598,0.538818739158497,0.552917949516421,0.525807744289684,0.553101466884149,0.529612818986073,0.476287714196958,"I1","PoorQ"
"T45_1.51_S51_L001_1971530.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.54,0.29,0.13,0.78,0.21,0.01,0.755537591278094,1.90587934895082,6.68288410041433,0.3399726804607,0.868404076528945,2.98189142620872,0.555225735903123,0.541215080277162,0.544972863775164,0.544189549773006,0.555360566617857,0.54118070632901,"I2","I1"
"T45_1.52_S52_L001_1497943.5","L5 PT VISp Krt80","L5 PT ALM Slco2a1","L5 PT ALM Hpgd","L5 PT VISp Krt80","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat",0.37,0.24,0.1,0.54,0.18,0.15,4.24316721880196,9.08406267243959,5.60381084670145,4.41952503044345,10.0004485402136,9.87028916290428,0.354369249485418,0.351829349543002,0.352151488071835,0.354369249485418,0.369468126069663,0.376816174537983,"PoorQ","PoorQ"
"T45_1.53_S53_L001_1462777.5","Pvalb Gabrg1","Lamp5 Krt73","Pvalb Vipr2","Lamp5 Krt73","Sncg Vip Itih5","Serpinf1 Aqp5 Vip",0.1,0.09,0.09,0.19,0.19,0.19,10.7253850594881,9.74032639675529,10.9298556305557,10.584112315087,7.29921354260037,10.3690387250464,0.24403884360439,0.258851600952496,0.248354619235032,0.258762389885201,0.254176845303805,0.25040229716271,"PoorQ","PoorQ"
"T45_1.54_S54_L001_1730786.0","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","Lamp5 Krt73","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.96,0.04,0,0.81,0.18,0.01,0.17525753839172,4.72844959252133,15.9499609054642,0.385077247910089,12.698501667046,5.41177039538227,0.565476383973217,0.53815667963577,0.402960588006839,0.565542192101539,0.549322909387964,0.545389878957347,"Core","I1"
"T45_1.57_S57_L001_1754923.0","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.51,0.48,0.01,0.49,0.49,0.02,2.97996470706403,1.75899910537217,9.9249799832187,1.43744997668228,7.46238438657379,8.95810923701449,0.67506370865877,0.664373723515929,0.649973230471529,0.664399159317859,0.675078670089269,0.639665981099554,"PoorQ","I2"
"T45_1.58_S58_L001_1129067.0","Lamp5 Fam19a1 Tmem182","Lamp5 Plch2 Dock5","Vip Col15a1 Pde1a","Serpinf1 Aqp5 Vip","L5 PT VISp Lgr5","L6 IT VISp Car3",0.17,0.17,0.05,0.18,0.14,0.13,7.83218859194161,8.35411384453374,11.9168783454004,9.2968052723261,10.6227296921203,10.6741779097476,0.261072286905685,0.258629930469546,0.24463864181281,0.250487322525484,0.285779163681992,0.291780487893216,"PoorQ","PoorQ"
"T45_1.59_S59_L001_1754939.0","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT ALM Sla","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat",0.59,0.37,0.04,0.57,0.41,0.01,0.638596916809032,1.03152645608838,10.5802554381965,0.663696533563164,1.15127541680792,2.4456933869718,0.571235646215286,0.590082572859849,0.562792077441646,0.590349145356244,0.571583097611357,0.569489131461138,"I2","I2"
"T45_1.6_S6_L001_1484171.5","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.46,0.36,0.15,0.99,0.01,0,1.47363611634738,2.26684793808328,8.03866857417461,0.123169624156116,1.66035915742422,3.68344762800187,0.498926217218375,0.483424049394027,0.496721311818312,0.498974656086241,0.501974110611729,0.483725486699072,"PoorQ","PoorQ"
"T45_1.60_S60_L001_1240980.0","Lamp5 Krt73","Sst Rxfp1 Eya1","Sncg Slc17a8","Lamp5 Krt73","Serpinf1 Clrn1","L4 IT VISp Rspo1",0.24,0.08,0.05,0.22,0.19,0.09,7.88983112102213,11.3252933523141,12.0007651102457,10.0802070364914,7.94699823267428,12.1783248941897,0.287373842770865,0.277937681806997,0.256932001244241,0.288245199257684,0.283026480742706,0.315146389384681,"PoorQ","PoorQ"
"T45_1.61_S61_L001_1595404.5","L2/3 IT VISp Adamts2","L5 PT VISp C1ql2 Cdh13","Lamp5 Krt73","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.99,0.01,0,0.59,0.41,0,0.340427837633273,15.9015443829268,16.0619022315182,0.198590788401748,1.55045173634576,2.61808967784538,0.533453970806421,0.481062342316397,0.394996524482139,0.533877664205487,0.518411849534139,0.512707956392597,"Core","I2"
"T45_1.62_S62_L001_1544847.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.62,0.29,0.04,0.71,0.29,0,0.604588433193344,0.854959159044192,10.9374794827251,0.565778537132953,0.708254044988311,2.92271306260471,0.562859982198451,0.577193238520697,0.555760002828693,0.562827221166569,0.577400321654436,0.560219979810967,"I1","I1"
"T45_1.63_S63_L001_2013941.0","L5 PT VISp Lgr5","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Lypd1 Gpr88","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2","L2/3 IT VISp Rrad",0.36,0.32,0.14,0.69,0.31,0,8.56691550755496,6.15587591608755,8.36650780151495,0.282056419481215,0.589190637540734,15.4988496920865,0.525049671462744,0.586916378733308,0.579632316720054,0.586916378733308,0.572818904611813,0.523246802062807,"PoorQ","I1"
"T45_1.64_S64_L001_1927773.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L5 IT ALM Npw","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat",0.84,0.05,0.05,1,0,0,0.88968437822905,3.45203386984772,14.2857798024645,0.281000276869107,2.98072025613249,3.67512054963015,0.573533382066878,0.557967647508874,0.537979508414814,0.573918931171096,0.558159279558383,0.560185111375441,"I1","Core"
"T45_1.65_S65_L001_1947890.0","Lamp5 Ntn1 Npy2r","Lamp5 Fam19a1 Tmem182","Lamp5 Fam19a1 Pax6","Lamp5 Fam19a1 Tmem182","Lamp5 Ntn1 Npy2r","Lamp5 Fam19a1 Pax6",0.48,0.44,0.08,0.55,0.35,0.1,0.595338019070092,0.841275789987654,2.73183048398707,0.707125816837514,1.17232889184779,1.98050450591848,0.536021085610768,0.548909007174615,0.518014169559989,0.546729679389597,0.534357649914295,0.517462722858687,"I2","I2"
"T45_1.66_S66_L001_1661111.5","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L5 IT ALM Npw","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.53,0.31,0.14,0.81,0.19,0,1.79264497814661,3.97403877547945,8.7855086567379,0.443481978663882,12.5768959415062,5.61135130131688,0.594916706239171,0.566794861456486,0.575050067319454,0.594935790561267,0.572012172594962,0.571928604483322,"I2","I1"
"T45_1.67_S67_L001_1603660.0","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.76,0.15,0.04,0.58,0.42,0,0.0762705483996841,2.3491887142799,2.69050211913747,0.209655935264373,1.51170566801507,2.62232016231377,0.575663819833192,0.568420669558641,0.566920625456779,0.576080387119017,0.568424385397397,0.567300311996529,"I1","I2"
"T45_1.68_S68_L001_1671412.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT ALM Sla","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.56,0.19,0.14,0.68,0.31,0.01,0.726479901803777,2.37635063664456,5.60113081348268,0.0831908720229144,1.89588682415095,2.51790738635464,0.530077596852985,0.519406660099444,0.517247373293071,0.530446095438112,0.519454625556101,0.506305987894891,"I1","I1"
"T45_1.69_S69_L001_1692825.5","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.44,0.33,0.16,0.86,0.14,0,0.947312582547246,0.671564978488375,1.49440007609042,0.0790220108067024,2.77578576897015,2.68305678489485,0.610908155178272,0.616445091565213,0.605604604671343,0.616715055713711,0.605539528939182,0.611194706773125,"I2","I1"
"T45_1.7_S7_L001_2030442.5","L2/3 IT VISp Adamts2","L5 IT ALM Pld5","L5 IT ALM Npw","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat",0.59,0.24,0.16,0.44,0.36,0.2,5.63344228199278,9.10314140882381,9.34304660086336,7.99269924906934,6.48832616686069,2.18405682040973,0.58319583780646,0.551989276492798,0.555813131377507,0.557869301763076,0.58328779798395,0.57312181228935,"PoorQ","PoorQ"
"T45_1.70_S70_L001_1548767.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT ALM Sla","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.48,0.34,0.17,0.89,0.09,0.02,0.694980766035728,1.43877671562674,6.89000198086315,0.0610128599424033,2.93227828980095,2.5929624528239,0.558563535526898,0.55787922388122,0.549435396827929,0.558830880113646,0.555302534581963,0.557998391829504,"I2","I1"
"T45_1.72_S72_L001_2138572.0","L2/3 IT VISp Agmat","L2/3 IT ALM Ptrf","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.83,0.17,0,1,0,0,0.391217939992856,12.9423347830817,15.6620221514667,0.143856644117119,3.74711077099953,1.73085689446764,0.565854116942741,0.555322731231789,0.408822935179654,0.565877594668433,0.544231863128162,0.55565033535708,"I1","Core"
"T45_1.73_S73_L001_1965778.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.73,0.21,0.06,0.61,0.37,0.02,0.503540540803161,1.09205504308469,12.1106491845249,0.747059752509271,0.465977771718955,2.64252488455999,0.56230954739658,0.568409858213592,0.562078460001832,0.562192540645185,0.568465825615303,0.551667415003798,"I1","I2"
"T45_1.74_S74_L001_1625694.5","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.46,0.28,0.17,0.78,0.22,0,1.38989160982625,2.38586571983128,7.61332776788426,0.526877758928793,12.0538698485081,5.94179171620113,0.598876096362614,0.577358489123859,0.579656601754209,0.59890953431142,0.58556557654248,0.5834645678351,"I2","I1"
"T45_1.75_S75_L001_1727170.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.65,0.32,0.01,0.95,0.05,0,0.749040623237733,1.0081611880655,3.56070570605657,0.121907796498548,1.4598524689934,3.51027958914802,0.570782474472887,0.578449115229585,0.560673250423789,0.570799786076421,0.578751501981704,0.560922030906917,"I1","Core"
"T45_1.76_S76_L001_1578311.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.64,0.23,0.09,0.99,0.01,0,0.508207041487522,0.929456479683366,2.97414139062757,0.109987133214941,3.6544131541137,1.68445365608777,0.532637989834065,0.542628210722008,0.5203815202328,0.532728856510838,0.520542368272447,0.54286523272468,"I1","Core"
"T45_1.77_S77_L001_1693739.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.96,0.04,0,0.6,0.4,0,0.168312315837822,3.05542501322203,15.9499609054642,0.88335830483026,0.477910445559183,2.76755074951224,0.67255890153632,0.649280166042227,0.504385293067459,0.65458537624525,0.672736321859856,0.64927593903704,"Core","I2"
"T45_1.78_S78_L001_1579062.5","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L4 IT VISp Rspo1",0.53,0.41,0.04,0.57,0.4,0.02,1.09904602921736,0.732302322860059,3.19428129156999,0.390571024933039,1.4503233199529,14.9851771324527,0.533913807209208,0.543576918958632,0.525941855733675,0.543886354686603,0.533978443670256,0.518354007813842,"I2","I2"
"T45_1.79_S79_L001_2407419.5","L4 IT VISp Rspo1","L5 IT ALM Tmem163 Dmrtb1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1",0.25,0.21,0.18,0.49,0.32,0.19,4.96769674149757,5.42022068917748,2.09042355989849,2.73241579781307,0.785358163077869,3.64894167445898,0.588983618614678,0.586807049711566,0.597309312813877,0.584853216091043,0.597309312813877,0.589015747816066,"PoorQ","PoorQ"
"T45_1.8_S8_L001_2544072.5","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.79,0.2,0.01,0.63,0.37,0,0.127500835388305,3.08207823294261,15.403808930199,0.303719314327576,1.73031234159707,1.42696713586178,0.576748849330261,0.563321742045484,0.558661100503885,0.576697065493066,0.563512129165313,0.573479575764962,"I1","I2"
"T45_1.80_S80_L001_2453836.5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.29,0.26,0.24,1,0,0,2.79899282398387,3.43423476794924,3.23020098320263,0.0398947832087174,16.1179430109686,16.1179428006942,0.661505922332003,0.647420120771564,0.65583363718837,0.661470940685544,0.613516123167916,0.630466210848356,"PoorQ","Core"
"T45_1.82_S82_L001_1596055.5","L4 IT VISp Rspo1","L6 IT VISp Col18a1","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT VISp Hsd11b1 Endou",0.2,0.19,0.13,0.43,0.18,0.13,6.56439594146776,10.2022515746976,10.635325016067,3.96189415470236,4.83928914382862,4.66551717212052,0.517292529904761,0.489646405520293,0.489400384778236,0.517297404769102,0.501874614191908,0.496927391836675,"PoorQ","PoorQ"
"T45_1.84_S84_L001_1417692.5","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L5 IT ALM Npw","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.47,0.35,0.08,0.69,0.31,0,2.02170485053816,2.15205471305813,12.6858864554295,0.619455001769631,0.662308079238364,2.89043642164325,0.554628009241859,0.57384947400672,0.539079782540274,0.558660685937491,0.574130177515714,0.554750644172846,"PoorQ","I1"
"T45_1.85_S85_L001_1473324.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Lypd1 Gpr88","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L2/3 IT VISp Rrad",0.25,0.25,0.16,0.52,0.48,0,4.65104967959063,2.12703474574977,4.76154557919222,0.972299471043171,0.84171049477703,15.4256040559574,0.579045373692882,0.581201570249529,0.586691954216147,0.579088787969066,0.581201570249529,0.512979362007799,"PoorQ","I2"
"T45_1.86_S86_L001_1393702.0","L2/3 IT VISp Adamts2","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.9,0.07,0.03,0.58,0.42,0,0.164727538256696,4.66359782184918,3.29694446694719,0.209655935264373,1.51170566801507,2.62232016231377,0.583496812302838,0.572692606063712,0.579146702304765,0.583731814843066,0.579168575867766,0.570881761992612,"Core","I2"
"T45_1.87_S87_L001_1994573.5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.49,0.45,0.05,0.55,0.45,0,3.18470325354253,1.68026724543281,8.03046440253147,1.31693149266769,8.19468922056413,8.62585431535496,0.615397730558384,0.609683854880495,0.601284333858402,0.609789608815556,0.615403195501754,0.586329399776158,"PoorQ","I2"
"T45_1.88_S88_L001_1901515.5","Serpinf1 Clrn1","Pvalb Vipr2","CR Lhx5","Serpinf1 Aqp5 Vip","Lamp5 Ntn1 Npy2r","Lamp5 Fam19a1 Tmem182",0.22,0.19,0.12,0.46,0.21,0.13,9.16198697208867,10.4604522544125,11.7014374855209,7.00902702885935,8.81634910575902,9.526262316643,0.248716559337212,0.22888581089916,0.217052174403005,0.245763291003308,0.230019291046034,0.231836903119691,"PoorQ","PoorQ"
"T45_1.89_S89_L001_2131710.5","L2/3 IT VISp Agmat","L5 IT ALM Lypd1 Gpr88","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou",0.43,0.22,0.2,0.57,0.34,0.04,4.04913538295397,9.76968448490086,4.15840280082198,1.45559481989333,8.84853420410433,9.5948738989538,0.572721747153601,0.549086135060626,0.565316741378308,0.572762190143117,0.565309845889992,0.53982947005457,"PoorQ","I2"
