,predicted_met_type,probability,ccf_soma_location,ccf_soma_location_nolayer,ccf_soma_x,ccf_soma_y,ccf_soma_z,distance_soma_moved_out_of_brain_correction,cre_line,azimuth,altitude,auto_projection_subclass,dend_derived_predicted_subclass,dend_derived_predicted_probability,local_axon_derived_subclass,met_classifier_routing_call
18453_6479-X9010-Y4330_reg.swc,L2/3 IT,1.0,VISal2/3,VISal,8018.44,1379.95,9377.852,0.0,Cux2-CreERT2;Ai166_374712-18453 ,24.455328076331263,8.831572997526683,IT-NP-6b,IT-NP-6b,0.9937191973213522,None,IT-NP-6b
18453_6537-X8725-Y4484_reg.swc,L2/3 IT,1.0,VISal2/3,VISal,8083.743,1451.152,9475.468,0.0,Cux2-CreERT2;Ai166_374712-18453 ,32.23520527113788,8.396171385615327,IT-NP-6b,IT-NP-6b,0.9345829981299922,None,IT-NP-6b
18453_6561-X9442-Y3817_reg.swc,L2/3 IT,1.0,VISrl2/3,VISrl,8185.166999999998,1202.523,9249.572,0.0,Cux2-CreERT2;Ai166_374712-18453 ,12.360954194781666,5.007601377519963,IT-NP-6b,IT-NP-6b,0.921523131336514,None,IT-NP-6b
18453_6604-X9161-Y4006_reg.swc,L2/3 IT,1.0,VISal2/3,VISal,8224.259,1282.152,9340.765,0.0,Cux2-CreERT2;Ai166_374712-18453 ,17.872175055954933,6.659607926418423,IT-NP-6b,IT-NP-6b,0.9246655684793346,None,IT-NP-6b
18453_6675-X10576-Y3102_reg.swc,L2/3 IT,1.0,VISp1,VISp,8408.9,939.691,8883.823,0.0,Cux2-CreERT2;Ai166_374712-18453 ,-0.3137329743576777,-0.225987540786324,IT-NP-6b,IT-NP-6b,0.9569133725530437,None,IT-NP-6b
18453_6675-X8876-Y4461_reg.swc,L2/3 IT,1.0,VISal2/3,VISal,8270.603000000001,1471.243,9416.597,0.0,Cux2-CreERT2;Ai166_374712-18453 ,28.537379784198222,5.730446565138822,IT-NP-6b,IT-NP-6b,0.8064954730329547,None,IT-NP-6b
18453_6748-X28152-Y3578_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,9089.005,838.778,3126.196,22.36067977499789,Cux2-CreERT2;Ai166_374712-18453 ,30.51930118692486,2.3713793585103806,IT-NP-6b,IT-NP-6b,0.9982444524326584,None,IT-NP-6b
18453_6846-X11548-Y2831_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,8699.46,876.8919999999997,8546.673,14.142135623730953,Cux2-CreERT2;Ai166_374712-18453 ,11.734901866677056,1.2102180458475391,IT-NP-6b,IT-NP-6b,0.8317085393602336,None,IT-NP-6b
18453_7007-X11486-Y3611_reg.swc,L4 IT,1.0,VISp4,VISp,8894.575,1224.064,8525.633,0.0,Cux2-CreERT2;Ai166_374712-18453 ,12.757324396720495,6.205952637036366,IT-NP-6b,IT-NP-6b,0.9306247694323164,None,IT-NP-6b
18453_7010-X8769-Y4509_reg.swc,L2/3 IT,1.0,VISl2/3,VISl,8735.288,1542.026,9455.118,0.0,Cux2-CreERT2;Ai166_374712-18453 ,19.57055421737444,3.285218614064976,IT-NP-6b,IT-NP-6b,0.9668353747889142,None,IT-NP-6b
18453_7024-X9012-Y4138_reg.swc,L2/3 IT,1.0,VISl2/3,VISl,8791.845,1399.604,9387.249,0.0,Cux2-CreERT2;Ai166_374712-18453 ,12.720818799985116,6.543623354684229,IT-NP-6b,IT-NP-6b,0.5391026497985633,None,IT-NP-6b
18453_7112-X9089-Y4667_reg.swc,L4 IT,0.998,VISl4,VISl,8883.606,1639.766,9315.589,0.0,Cux2-CreERT2;Ai166_374712-18453 ,17.275938434174897,8.425686971857079,IT-NP-6b,IT-NP-6b,0.999118812139216,None,IT-NP-6b
18453_7132-X11495-Y3152_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,9082.389,1044.405,8558.884,0.0,Cux2-CreERT2;Ai166_374712-18453 ,18.013928302531998,7.2653029204964765,IT-NP-6b,IT-NP-6b,0.9887668247721828,None,IT-NP-6b
18453_7132-X31679-Y7308_reg.swc,L4/L5 IT,0.91,VISl4,VISl,9572.096,2218.152,1903.989,10.0,Cux2-CreERT2;Ai166_374712-18453 ,35.01397885553623,12.294484743621352,IT-NP-6b,IT-NP-6b,0.9735557248473072,None,IT-NP-6b
18453_7146-X8788-Y4552_reg.swc,L2/3 IT,1.0,VISl2/3,VISl,8937.958,1586.259,9443.614,0.0,Cux2-CreERT2;Ai166_374712-18453 ,20.259848065981764,8.381856401081215,IT-NP-6b,IT-NP-6b,0.9987240662306608,None,IT-NP-6b
18453_7188-X11060-Y3637_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,9124.738,1248.9589999999996,8682.885,0.0,Cux2-CreERT2;Ai166_374712-18453 ,13.169231153942922,10.675135629881886,IT-NP-6b,IT-NP-6b,0.9889238437231544,None,IT-NP-6b
18453_7223-X30215-Y5120_reg.swc,L2/3 IT,1.0,VISp1,VISp,9728.618,1424.489,2433.2960000000007,34.64101615137755,Cux2-CreERT2;Ai166_374712-18453 ,21.49123914444468,21.58812424288555,IT-NP-6b,IT-NP-6b,0.8200173107385865,None,IT-NP-6b
18453_7245-X12979-Y2864_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,9333.133,898.681,8086.295999999998,0.0,Cux2-CreERT2;Ai166_374712-18453 ,44.34309262836111,3.7469296052426304,IT-NP-6b,IT-NP-6b,0.9856646902453338,None,IT-NP-6b
18453_7304-X11719-Y3749_reg.swc,L4 IT,1.0,VISp4,VISp,9311.384,1307.151,8448.454,0.0,Cux2-CreERT2;Ai166_374712-18453 ,27.111673036797693,12.029310378529903,IT-NP-6b,IT-NP-6b,0.9576117973281292,None,IT-NP-6b
18461_6043-X11080-Y1667_reg.swc,L2/3 IT,1.0,VISa2/3,VISa,6880.5480000000025,491.592,7150.17,0.0,Cux2-CreERT2;Ai166_374706-18461,36.85820317966237,0.3349970647977697,IT-NP-6b,IT-NP-6b,0.8257027301877351,None,IT-NP-6b
18461_7132-X6338-Y3287_reg.swc,L4 IT,0.872,VISal4,VISal,8224.078000000001,1456.2879999999998,9247.484,0.0,Cux2-CreERT2;Ai166_374706-18461,19.809209202220675,6.845339101692153,IT-NP-6b,IT-NP-6b,0.9730623232319112,None,IT-NP-6b
18469_6120-X7370-Y17612_reg.swc,L5 IT-2,0.948,VISrl5,VISrl,7939.246,1391.984,2796.0890000000004,22.36067977499789,Fezf2-CreER;Ai166_378667-18469,7.484847635166608,-5.793068806692261,IT-NP-6b,IT-NP-6b,0.5869666866287949,None,IT-NP-6b
18469_6420-X7388-Y41840_2_reg.swc,L5 NP,1.0,VISal5,VISal,8383.886,1667.5179999999998,9179.41,0.0,Fezf2-CreER;Ai166_378667-18469,20.59197660680771,4.137810825654329,IT-NP-6b,IT-NP-6b,0.6384976980729153,None,IT-NP-6b
18864_5637-X5637-Y31619_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,8454.132,977.217,2532.894,0.0,Cux2-CreERT2;Ai166_382148-18864,-0.1743910612962657,0.4269095571597507,IT-NP-6b,IT-NP-6b,0.738631582555757,None,IT-NP-6b
18864_6139-X4843-Y27122_reg.swc,L2/3 IT,0.848,VISrl4,VISrl,7510.632,1159.224,8670.697,0.0,Cux2-CreERT2;Ai166_382148-18864,25.95634660222668,-5.546607248750089,IT-NP-6b,IT-NP-6b,0.9653970427718016,None,IT-NP-6b
18864_6321-X4387-Y7047_reg.swc,L2/3 IT,1.0,VISrl2/3,VISrl,7588.432,1063.889,2381.216,14.142135623730953,Cux2-CreERT2;Ai166_382148-18864,22.696928193679103,-0.7757539056011442,IT-NP-6b,IT-NP-6b,0.6870179427399293,None,IT-NP-6b
18864_6345-X3603-Y9891_reg.swc,L2/3 IT,1.0,VISa2/3,VISa,7591.806,692.3989999999999,3277.837,0.0,Cux2-CreERT2;Ai166_382148-18864,37.610798701288445,-16.217773768832235,IT-NP-6b,IT-NP-6b,0.9979654203119712,None,IT-NP-6b
18864_6384-X3409-Y13059_reg.swc,L2/3 IT,1.0,VISam2/3,VISam,7650.093000000003,474.372,4298.14,0.0,Cux2-CreERT2;Ai166_382148-18864,40.457741278621,-1.1001007644846286,IT-NP-6b,IT-NP-6b,0.8545163407186576,None,IT-NP-6b
18864_6523-X3601-Y10609_reg.swc,L2/3 IT,1.0,VISpm2/3,VISpm,7835.271,639.243,3506.555,0.0,Cux2-CreERT2;Ai166_382148-18864,35.94348301601527,-13.71246687545204,IT-NP-6b,IT-NP-6b,0.9825629940022894,None,IT-NP-6b
18864_6571-X4315-Y24999_reg.swc,L4 IT,1.0,VISp4,VISp,8061.143,895.65,8006.826999999997,0.0,Cux2-CreERT2;Ai166_382148-18864,27.96069632247999,-16.49333955966878,IT-NP-6b,IT-NP-6b,0.9301963776337694,None,IT-NP-6b
18864_6631-X3319-Y22547_reg.swc,L2/3 IT,1.0,VISam2/3,VISam,8053.459,466.06300000000016,7228.364,0.0,Cux2-CreERT2;Ai166_382148-18864,29.227547547110948,3.655814520761536,IT-NP-6b,IT-NP-6b,0.956791339975091,None,IT-NP-6b
18864_6672-X3537-Y12829_reg.swc,L2/3 IT,1.0,VISam2/3,VISam,8057.010999999998,502.81,4218.233,0.0,Cux2-CreERT2;Ai166_382148-18864,29.389401280368546,3.2403227808712742,IT-NP-6b,IT-NP-6b,0.956432218950922,None,IT-NP-6b
18864_6734-X4899-Y27447_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,8323.159,1036.918,8774.886999999999,0.0,Cux2-CreERT2;Ai166_382148-18864,0.1744246013026495,-1.8332028549844124,IT-NP-6b,IT-NP-6b,0.955265430034388,None,IT-NP-6b
18864_6741-X4187-Y8695_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,8155.106,884.398,2911.999000000001,0.0,Cux2-CreERT2;Ai166_382148-18864,6.1033647760753045,-9.02894509453135,IT-NP-6b,IT-NP-6b,0.9742545665117096,None,IT-NP-6b
18864_6805-X6340-Y4681_reg.swc,L2/3 IT,1.0,VISal2/3,VISal,8403.945,1708.1,1667.158,0.0,Cux2-CreERT2;Ai166_382148-18864,36.20785422964212,-5.937606311075388,IT-NP-6b,IT-NP-6b,0.9397631314395748,None,IT-NP-6b
18864_6821-X5144-Y6844_reg.swc,L2/3 IT,1.0,VISrl2/3,VISrl,8336.996,1251.637,2339.374,10.0,Cux2-CreERT2;Ai166_382148-18864,4.75489662222174,2.641975635859006,IT-NP-6b,IT-NP-6b,0.9889885729840964,None,IT-NP-6b
18864_7078-X6476-Y5135_reg.swc,L2/3 IT,1.0,VISl2/3,VISl,8815.163,1697.316,1826.077,14.142135623730953,Cux2-CreERT2;Ai166_382148-18864,25.91331452480436,0.9270955187316984,IT-NP-6b,IT-NP-6b,0.9956783871392504,None,IT-NP-6b
18864_7117-X4611-Y9823_reg.swc,L4 IT,1.0,VISp4,VISp,8707.499,982.671,3294.812,0.0,Cux2-CreERT2;Ai166_382148-18864,27.75995258744381,-2.956603772406456,IT-NP-6b,IT-NP-6b,0.9333089456601366,None,IT-NP-6b
18864_7516-X6276-Y6366_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,9368.244,1540.201,2232.954,17.320508075688775,Cux2-CreERT2;Ai166_382148-18864,10.43722405591975,18.028050977763407,IT-NP-6b,IT-NP-6b,0.9662575887406604,None,IT-NP-6b
191812_5915-X3305-Y21307_reg.swc,L2/3 IT,1.0,VISa2/3,VISa,7183.654,956.747,8229.2,0.0,Plxnd1-CreER;Ai166_380470-191812,36.52091364286945,-5.059011962386469,IT-NP-6b,IT-NP-6b,0.4883233475297725,None,IT-NP-6b
191812_6207-X4040-Y8998_reg.swc,L4/L5 IT,1.0,VISrl4,VISrl,7438.578,1035.433,3024.784,10.0,Plxnd1-CreER;Ai166_380470-191812,30.191387566313384,-9.60515081519636,IT-NP-6b,IT-NP-6b,0.8747027901859968,None,IT-NP-6b
191812_6251-X3178-Y20913_reg.swc,L4/L5 IT,1.0,VISa4,VISa,7584.106,918.409,8035.378000000002,0.0,Plxnd1-CreER;Ai166_380470-191812,38.836225561363335,-15.123650179793762,IT-NP-6b,IT-NP-6b,0.9603313418135394,None,IT-NP-6b
191812_6426-X4032-Y23056_reg.swc,L4/L5 IT,0.996,VISrl4,VISrl,7836.355,1381.661,8973.471,0.0,Plxnd1-CreER;Ai166_380470-191812,15.95288815375259,2.4513959719898915,IT-NP-6b,IT-NP-6b,0.6904563409757526,None,IT-NP-6b
191812_6431-X3967-Y9193_reg.swc,L4/L5 IT,1.0,VISp5,VISp,7727.031999999997,1050.953,3142.997000000001,14.142135623730953,Plxnd1-CreER;Ai166_380470-191812,21.86043865691811,-16.580746409564576,IT-NP-6b,IT-NP-6b,0.8877747044268854,None,IT-NP-6b
191812_6463-X3826-Y9703_reg.swc,L4/L5 IT,1.0,VISa5,VISa,7758.382,1001.066,3366.993,10.0,Plxnd1-CreER;Ai166_380470-191812,32.88424995870175,-18.60494444389516,IT-NP-6b,IT-NP-6b,0.5535714527367807,None,IT-NP-6b
191812_6476-X3744-Y9656_reg.swc,L4/L5 IT,1.0,VISp4,VISp,7780.815,940.145,3339.094,10.0,Plxnd1-CreER;Ai166_380470-191812,30.713671223298324,-18.93036528455908,IT-NP-6b,IT-NP-6b,0.8799812756500951,None,IT-NP-6b
191812_6477-X4010-Y9201_reg.swc,L4/L5 IT,1.0,VISp5,VISp,7783.97,1089.174,3156.509,10.0,Plxnd1-CreER;Ai166_380470-191812,18.856588154602704,-16.691826314594568,IT-NP-6b,IT-NP-6b,0.50675072273805,None,IT-NP-6b
191812_6568-X3828-Y8764_reg.swc,L2/3 IT,0.69,VISp2/3,VISp,7921.236999999999,926.88,2941.213,0.0,Plxnd1-CreER;Ai166_380470-191812,9.665542636492884,-13.170257883755742,IT-NP-6b,IT-NP-6b,0.93273966978236,None,IT-NP-6b
191812_6779-X4640-Y7603_reg.swc,L4/L5 IT,1.0,VISrl4,VISrl,8240.211,1343.5479999999998,2462.5460000000007,0.0,Plxnd1-CreER;Ai166_380470-191812,4.844986924852722,1.4475212604661918,IT-NP-6b,IT-NP-6b,0.9758504634817796,None,IT-NP-6b
191812_6895-X3630-Y9992_reg.swc,L4 IT,1.0,VISp4,VISp,8330.492,900.0930000000003,3506.9840000000013,0.0,Plxnd1-CreER;Ai166_380470-191812,35.689858623129815,-12.199158550399654,IT-NP-6b,IT-NP-6b,0.9621681507755,None,IT-NP-6b
191812_7148-X3864-Y9658_reg.swc,L4/L5 IT,1.0,VISp5,VISp,8645.652,1034.132,3381.768,0.0,Plxnd1-CreER;Ai166_380470-191812,30.464269282306216,-4.736680170068524,IT-NP-6b,IT-NP-6b,0.969629304569742,None,IT-NP-6b
191812_7255-X5228-Y7090_reg.swc,L4/L5 IT,1.0,VISl4,VISl,8843.295,1638.195,2235.199,0.0,Plxnd1-CreER;Ai166_380470-191812,11.039987578536673,9.48776100889905,IT-NP-6b,IT-NP-6b,0.8585710761888792,None,IT-NP-6b
191812_7321-X4084-Y22812_reg.swc,L4/L5 IT,1.0,VISp4,VISp,8938.616,1439.141,8783.049,0.0,Plxnd1-CreER;Ai166_380470-191812,4.062542189079093,10.212764450983943,IT-NP-6b,IT-NP-6b,0.8502427926685896,None,IT-NP-6b
191812_7379-X5715-Y24777_reg.swc,L4/L5 IT,1.0,VISli5,VISli,9059.711,2279.079,9693.209,0.0,Plxnd1-CreER;Ai166_380470-191812,36.992536666072894,4.068929093812325,IT-NP-6b,IT-NP-6b,0.9208857975608354,None,IT-NP-6b
191812_7414-X5193-Y24236_reg.swc,L4/L5 IT,1.0,VISl5,VISl,9101.392,2008.012,9437.851,0.0,Plxnd1-CreER;Ai166_380470-191812,37.356579719539305,11.900515616788889,IT-NP-6b,IT-NP-6b,0.9609154317001236,None,IT-NP-6b
191812_7460-X2919-Y19536_reg.swc,L4/L5 IT,1.0,VISp5,VISp,9116.408,795.4010000000003,7398.536999999997,0.0,Plxnd1-CreER;Ai166_380470-191812,61.40239094330448,-3.5412597417379046,IT-NP-6b,IT-NP-6b,0.9682593770013076,None,IT-NP-6b
191812_7487-X5132-Y7313_reg.swc,L4 IT,1.0,VISp4,VISp,9128.266,1597.273,2350.411,0.0,Plxnd1-CreER;Ai166_380470-191812,7.112370277397631,15.376886876071556,IT-NP-6b,IT-NP-6b,0.940123985029251,None,IT-NP-6b
191812_7534-X5622-Y24592_reg.swc,L4 IT,0.744,VISli5,VISli,9235.013,2230.943,9594.914,0.0,Plxnd1-CreER;Ai166_380470-191812,41.11551310640764,10.44219349682474,IT-NP-6b,IT-NP-6b,0.978562177958683,None,IT-NP-6b
191812_7586-X4315-Y23900_reg.swc,L2/3 IT,1.0,VISl2/3,VISl,9324.966,1526.948,9316.312,0.0,Plxnd1-CreER;Ai166_380470-191812,13.399545896693262,17.49502514761902,IT-NP-6b,IT-NP-6b,0.87320787397155,None,IT-NP-6b
191812_7597-X5133-Y23993_reg.swc,L4/L5 IT,1.0,VISl4,VISl,9332.6,1984.216,9315.739,0.0,Plxnd1-CreER;Ai166_380470-191812,29.924340958640265,18.25779464214421,IT-NP-6b,IT-NP-6b,0.7761415030487754,None,IT-NP-6b
191812_7717-X6201-Y6443_reg.swc,L4 IT,0.632,VISl5,VISl,9408.853,2161.002,1944.765,0.0,Plxnd1-CreER;Ai166_380470-191812,35.029797660807006,14.136189899732583,IT-NP-6b,IT-NP-6b,0.8974765946677766,None,IT-NP-6b
191812_7881-X7006-Y5915_reg.swc,L4/L5 IT,1.0,VISpor5,VISpor,9618.42,2589.923,1671.929,0.0,Plxnd1-CreER;Ai166_380470-191812,37.339210051073856,3.264541250582913,IT-NP-6b,IT-NP-6b,0.9862769257032676,None,IT-NP-6b
191812_7886-X4342-Y22754_reg.swc,L4 IT,0.812,VISp2/3,VISp,9703.343,1562.708,8768.993,0.0,Plxnd1-CreER;Ai166_380470-191812,27.16314538432629,21.0198172903394,IT-NP-6b,IT-NP-6b,0.9989626659801414,None,IT-NP-6b
191812_7938-X6892-Y25312_reg.swc,L2/3 IT,1.0,VISpor2/3,VISpor,9761.024,2932.053,9945.052,0.0,Plxnd1-CreER;Ai166_380470-191812,34.66278761956302,0.0,IT-NP-6b,IT-NP-6b,0.9792019787383514,None,IT-NP-6b
191812_7977-X5136-Y23324_reg.swc,L4/L5 IT,1.0,VISp4,VISp,9830.941,1996.563,9013.06,0.0,Plxnd1-CreER;Ai166_380470-191812,24.71088158670157,14.212012235118143,IT-NP-6b,IT-NP-6b,0.936179826002266,None,IT-NP-6b
191812_7998-X5408-Y23691_reg.swc,L4/L5 IT,0.96,VISpl5,VISpl,9852.198,2137.898,9185.589,0.0,Plxnd1-CreER;Ai166_380470-191812,29.573389834180453,11.041078231137696,IT-NP-6b,IT-NP-6b,0.9878194829699684,None,IT-NP-6b
191812_8013-X7581-Y5690_reg.swc,L4/L5 IT,0.93,VISpor5,VISpor,9771.481,2904.587,1560.794,17.320508075688775,Plxnd1-CreER;Ai166_380470-191812,34.66278761956302,0.0,IT-NP-6b,IT-NP-6b,0.96350943874603,None,IT-NP-6b
191812_8096-X5297-Y8332_reg.swc,L4/L5 IT,0.986,VISp5,VISp,9919.771,1736.195,2822.348,0.0,Plxnd1-CreER;Ai166_380470-191812,38.19430845083455,16.991384736449355,IT-NP-6b,IT-NP-6b,0.977388972443938,None,IT-NP-6b
191812_8172-X4789-Y8339_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,10054.788,1429.239,2805.027,14.142135623730953,Plxnd1-CreER;Ai166_380470-191812,40.83402897912664,20.07951883613439,IT-NP-6b,IT-NP-6b,0.974249875814066,None,IT-NP-6b
191812_8233-X6397-Y7234_reg.swc,L4/L5 IT,1.0,VISpl5,VISpl,10060.749,2300.078,2288.961,0.0,Plxnd1-CreER;Ai166_380470-191812,34.55038180082152,4.360612098876345,IT-NP-6b,IT-NP-6b,0.6116434028211194,None,IT-NP-6b
191812_8235-X5804-Y7784_reg.swc,L2/3 IT,0.84,VISpl4,VISpl,10086.985,1993.21,2558.472,0.0,Plxnd1-CreER;Ai166_380470-191812,33.435060537154044,11.924115841330964,IT-NP-6b,IT-NP-6b,0.9797778036714556,None,IT-NP-6b
191812_8356-X5861-Y7841_reg.swc,L2/3 IT,1.0,VISpl2/3,VISpl,10228.084,2031.704,2582.368,0.0,Plxnd1-CreER;Ai166_380470-191812,35.95320312499201,9.902994653573549,IT-NP-6b,IT-NP-6b,0.8755199943665414,None,IT-NP-6b
191813_6154-X4714-Y9350_reg.swc,L4/L5 IT,1.0,VISa4,VISa,7457.036999999997,824.0889999999997,3616.699,33.166247903554,Plxnd1-CreER;Ai166_380471-191813,47.19199228034104,-6.651556454028907,IT-NP-6b,IT-NP-6b,0.9792797085257456,None,IT-NP-6b
191813_6215-X5154-Y8328_reg.swc,L4/L5 IT,1.0,VISa4,VISa,7570.693,966.048,3137.62,42.42640687119285,Plxnd1-CreER;Ai166_380471-191813,28.14107649506488,-14.651062286351676,IT-NP-6b,IT-NP-6b,0.9892608170109451,None,IT-NP-6b
191813_6524-X2579-Y18950_reg.swc,L4/L5 IT,1.0,VISp4,VISp,7841.538,888.615,8109.927,33.166247903554,Plxnd1-CreER;Ai166_380471-191813,27.709872841410853,-19.00328022324127,IT-NP-6b,IT-NP-6b,0.9770528199321338,None,IT-NP-6b
191813_6588-X2661-Y18498_reg.swc,L4/L5 IT,0.998,VISpm4,VISpm,7922.106,860.933,7903.920999999998,14.142135623730953,Plxnd1-CreER;Ai166_380471-191813,33.76574648493598,-15.833185928923024,IT-NP-6b,IT-NP-6b,0.9691867706483872,None,IT-NP-6b
191813_6745-X2825-Y19481_reg.swc,L2/3 IT,1.0,VISp5,VISp,8169.146,1133.962,8311.258,31.622776601683803,Plxnd1-CreER;Ai166_380471-191813,8.508300386038014,-9.48814999678109,IT-NP-6b,IT-NP-6b,0.762219059373571,None,IT-NP-6b
191813_6829-x5209-y8545_reg.swc,L4/L5 IT,1.0,VISp4,VISp,8414.051,1023.136,3270.29,31.622776601683803,Plxnd1-CreER;Ai166_380471-191813,21.85952408560305,-7.265669345248529,IT-NP-6b,IT-NP-6b,0.9042045123198792,None,IT-NP-6b
191813_6871-x5237-y8478_reg.swc,L4/L5 IT,1.0,VISp4,VISp,8475.528,1020.557,3238.4440000000004,41.23105625617661,Plxnd1-CreER;Ai166_380471-191813,21.289047557746823,-5.600061751167019,IT-NP-6b,IT-NP-6b,0.9166020935776464,None,IT-NP-6b
191813_6879-X2723-Y19955_reg.swc,L4/L5 IT,1.0,VISp4,VISp,8343.835,1124.905,8533.732,44.7213595499958,Plxnd1-CreER;Ai166_380471-191813,3.5496433683160453,-2.9649018304433867,IT-NP-6b,IT-NP-6b,0.8663410886434904,None,IT-NP-6b
191813_7160-x2719-y18910_reg.swc,L4 IT,1.0,VISp4,VISp,8693.049,940.481,8090.626999999998,20.0,Plxnd1-CreER;Ai166_380471-191813,28.84953149553837,-3.674768718876399,IT-NP-6b,IT-NP-6b,0.9528244061705192,None,IT-NP-6b
191813_7214-X4724-Y9812_reg.swc,L4/L5 IT,1.0,VISp5,VISp,8893.917,834.3889999999999,3891.844,24.494897427831784,Plxnd1-CreER;Ai166_380471-191813,59.3923162351175,-5.2094916755967775,IT-NP-6b,IT-NP-6b,0.9506736672010964,None,IT-NP-6b
191813_7224-X2864-Y17670_reg.swc,L4/L5 IT,0.984,VISp4,VISp,8788.935,803.576,7510.73,0.0,Plxnd1-CreER;Ai166_380471-191813,57.59792347116514,-5.454949996556112,IT-NP-6b,IT-NP-6b,0.9876563659105848,None,IT-NP-6b
192337_6620-X4736-Y30611_reg.swc,L6b,1.0,or,VISal,8035.75,2085.281,9106.519,0.0,Nxph4-T2A-CreERT2;Ai166_452669-192337,38.69943330975062,6.973306006346376,IT-NP-6b,IT-NP-6b,0.7157584896417393,None,IT-NP-6b
192337_6764-X4864-Y14655_reg.swc,L6b,1.0,cing,VISam,8054.529,1168.155,4332.442,0.0,Nxph4-T2A-CreERT2;Ai166_452669-192337,29.80946356827992,3.4639520323089026,IT-NP-6b,IT-NP-6b,0.764996731511606,None,IT-NP-6b
192337_7344-X3850-Y25781_reg.swc,L6b,0.996,fp,VISp,8831.374,1507.378,7697.831999999998,0.0,Nxph4-T2A-CreERT2;Ai166_452669-192337,41.82102931800191,-2.9630934926299712,IT-NP-6b,IT-NP-6b,0.7997421957692762,None,IT-NP-6b
192337_7585-X7231-Y9932_reg.swc,L6b,0.996,VISp6a,VISp,9020.183,1830.875,2778.537000000001,0.0,Nxph4-T2A-CreERT2;Ai166_452669-192337,8.759575016083764,14.375659699964675,IT-NP-6b,IT-NP-6b,0.8058603246009902,None,IT-NP-6b
192337_7659-X5929-Y12351_reg.swc,L6b,0.998,VISp6b,VISp,9135.534,1488.7279999999994,3532.313,0.0,Nxph4-T2A-CreERT2;Ai166_452669-192337,45.74422392936744,4.819536220269112,IT-NP-6b,IT-NP-6b,0.4231255185742579,None,IT-NP-6b
192339_6660-X3904-Y20076_reg.swc,L6b,1.0,VISp6a,VISp,8595.216,1410.775,7920.369000000002,0.0,Nxph4-T2A-CreERT2;Ai166_452674-192339,27.81658529388536,-3.519178047498769,IT-NP-6b,IT-NP-6b,0.3853976407085706,None,IT-NP-6b
192339_6826-X4163-Y21198_reg.swc,L6b,1.0,or,VISp,8707.98,1743.925,8412.271,0.0,Nxph4-T2A-CreERT2;Ai166_452674-192339,7.394567666416488,7.012973583650965,IT-NP-6b,IT-NP-6b,0.927975938092834,None,IT-NP-6b
192339_6840-X3817-Y19709_reg.swc,L6b,1.0,VISp6a,VISp,8855.867,1388.794,7765.376,0.0,Nxph4-T2A-CreERT2;Ai166_452674-192339,41.23440953998287,-2.4458557446237776,IT-NP-6b,IT-NP-6b,0.5718995878604474,None,IT-NP-6b
192339_7392-X6785-Y6440_reg.swc,L6b,0.688,VISpor6b,VISpor,9314.347,2895.009,1898.852,0.0,Nxph4-T2A-CreERT2;Ai166_452674-192339,40.778772068268935,4.732103613300904,IT-NP-6b,IT-NP-6b,0.321375792708854,None,IT-NP-6b
192340_6224-X4867-Y27176_reg.swc,L6b,0.982,VISa6b,VISa,7716.559,1406.779,8080.996999999998,0.0,Nxph4-T2A-CreERT2;Ai166_452676-192340,24.500326354790044,-16.401081858922087,IT-NP-6b,IT-NP-6b,0.6696083931807648,None,IT-NP-6b
192340_6365-X5976-Y13673_reg.swc,L6b,1.0,VISpm6a,VISpm,8049.300999999998,1173.615,4129.407999999999,20.0,Nxph4-T2A-CreERT2;Ai166_452676-192340,29.4166100802118,4.896095298791448,IT-NP-6b,IT-NP-6b,0.794808351890996,None,IT-NP-6b
192341_6482-X3479-Y8069_reg.swc,L6b,0.996,or,VISrl,8150.956999999998,1822.733,2618.039,0.0,Nxph4-T2A-CreERT2;Ai166_463865-192341,12.166265034473406,4.961762502667699,IT-NP-6b,IT-NP-6b,0.8760676783288122,None,IT-NP-6b
192341_6527-X4499-Y23282_reg.swc,L6b,1.0,or,VISal,7938.608,2362.765,9298.863,0.0,Nxph4-T2A-CreERT2;Ai166_463865-192341,44.18553306558036,3.342525875142877,IT-NP-6b,IT-NP-6b,0.5378334712206465,None,IT-NP-6b
192341_7115-X3118-Y9770_reg.swc,L6b,1.0,or,VISp,8961.029,1689.7379999999994,3312.495,0.0,Nxph4-T2A-CreERT2;Ai166_463865-192341,25.994024246275163,7.111642096304226,IT-NP-6b,IT-NP-6b,0.8425854395785286,None,IT-NP-6b
192341_7303-X4923-Y6376_reg.swc,L6b,1.0,or,VISpor,9054.84,2702.789,1903.048,0.0,Nxph4-T2A-CreERT2;Ai166_463865-192341,41.39039923455998,4.777223593209944,IT-NP-6b,IT-NP-6b,0.3717456768252054,None,IT-NP-6b
