,complete_axon_total_length,complete_axon_max_euclidean_distance,complete_axon_num_branches,complete_axon_num_tips,complete_axon_max_branch_order,complete_axon_max_path_distance,complete_axon_mean_contraction,axon_width,axon_depth,axon_height,complete_axon_total_number_of_targets,complete_axon_total_projection_length,complete_axon_VIS_length,complete_axon_ipsi_VIS_length,complete_axon_length_in_soma_structure,complete_axon_number_of_VIS_targets,complete_axon_number_of_contra_VIS_targets,fraction_of_complete_axon_in_soma_structure
191812_7460-X2919-Y19536_reg.swc,43067.481226167445,2674.9460106198403,305.0,153.0,18.0,3833.195786787818,0.8329034939630212,2101.853945317962,4250.832938177925,1803.8488135767013,4,38259.23919450353,38259.23919450353,38259.23919450353,30916.87057314285,4,0,0.8080890060559408
191812_7487-X5132-Y7313_reg.swc,48348.38689389752,6619.4006461324725,329.0,165.0,21.0,9445.366775065162,0.8365060912472474,2549.6169999999993,7263.610645194438,3348.533245866648,4,37223.62136076928,35112.897994620216,29531.85622226599,28294.104158412745,3,1,0.7601115400403377
191812_7534-X5622-Y24592_reg.swc,107204.03926636132,9517.760892085964,461.0,231.0,20.0,19085.562373483783,0.8260088994841502,7366.370983534033,9468.766,5255.311715552803,18,77562.54173804898,66240.4352796657,65897.3730508298,8252.327698057545,6,1,0.1063957873625136
191812_7586-X4315-Y23900_reg.swc,45152.707689015864,5096.665848830587,163.0,82.0,22.0,8359.230291806214,0.802396403193399,4020.2070000000012,2363.564719231018,4180.397591415895,8,35572.471620374,28769.472269357906,28769.472269357906,10497.91883441561,4,0,0.29511356271356093
191812_7597-X5133-Y23993_reg.swc,84514.94015960026,7830.155858816476,379.0,190.0,21.0,11227.304546236595,0.8519779633832918,3538.2057949266855,8368.568,3796.094957215124,11,58860.369642595026,58468.32821866297,57816.2872377152,23537.771132223406,10,1,0.39989166352754285
191812_7717-X6201-Y6443_reg.swc,81043.96985188521,5899.577785071572,405.0,203.0,26.0,8069.455603876335,0.8314914673974201,3315.2686047395673,6601.071740785373,4102.591877828581,11,54206.144665799104,48803.14599070142,48803.14599070142,12921.87193844058,9,0,0.23838389573928734
191812_7881-X7006-Y5915_reg.swc,76913.01228433677,8487.717477168346,307.0,154.0,24.0,12845.189562242917,0.7862155484457937,3125.6205795584992,9208.357,3715.0909999999994,9,53999.82715475601,44690.42886464286,33612.34844903859,31581.07073776946,5,2,0.5848365152588821
191812_7886-X4342-Y22754_reg.swc,34353.77073994887,938.2847073537966,293.0,147.0,18.0,1580.1745560031036,0.8773755335645751,1232.7450000000008,1254.701,1012.627733816193,2,35779.758814180925,35779.758814180925,35779.758814180925,34125.040366506175,2,0,0.9537526662415925
191812_7938-X6892-Y25312_reg.swc,92935.49681128633,8705.594065213472,441.0,221.0,30.0,13459.637085757991,0.8026692120077081,3661.6627112746637,9226.700285750696,4225.479009866997,10,56728.40147722828,42257.24670357413,41211.80913150278,38433.59423653332,4,1,0.6775018021962279
191812_7977-X5136-Y23324_reg.swc,89367.45704330911,8044.40165921478,375.0,188.0,25.0,13092.041502058639,0.8277127018629787,3396.8422719439177,9445.48797376917,3966.0556141078996,17,49296.2676822438,29629.021323440124,17046.20749706372,5601.916531155279,9,4,0.11363774164941605
191812_7998-X5408-Y23691_reg.swc,86566.37193565584,8016.553131762365,389.0,195.0,18.0,11529.491503670535,0.8289943612147499,3924.3532361967673,9070.40767715474,4316.548815000547,10,61597.77761172436,38096.108349066635,35985.187146687764,16514.790862106947,7,3,0.26810692694477284
191812_8013-X7581-Y5690_reg.swc,51580.57821535358,5300.979326009393,211.0,106.0,19.0,6967.835856305346,0.8208872886485306,3947.5710916473536,5400.959,5116.011945549428,9,37870.509041358135,20057.92311913644,20057.92311913644,20057.92311913644,1,0,0.5296449302340065
191812_8096-X5297-Y8332_reg.swc,47867.03860751559,6217.315670954226,259.0,130.0,17.0,10327.031637021912,0.8011435709394494,2899.6203138857145,7238.09575791988,1219.6717183167789,6,38542.42754612974,38542.42754612974,36837.5634964913,30669.006379701208,6,2,0.795720672835016
191812_8172-X4789-Y8339_reg.swc,31536.680212699877,2259.070896161834,251.0,126.0,28.0,3781.6621504806403,0.8297253571462874,2452.8734091535425,1368.4714161295633,917.3663057778235,3,31047.639223104237,31047.639223104237,31047.639223104237,16384.909414771857,3,0,0.5277344695044948
191812_8233-X6397-Y7234_reg.swc,168093.7030415629,7587.67137754523,459.0,230.0,21.0,14130.85800748803,0.7745560949096343,6253.277976014022,8733.454,5809.7607073352065,17,126951.77235631392,38651.49132441665,38382.25997380128,16610.671172737864,5,1,0.13084237316606268
191812_8235-X5804-Y7784_reg.swc,73439.5104979389,7896.369443460774,373.0,187.0,21.0,12555.673651685425,0.8101695596882715,2852.547402383103,9298.207000000002,2499.471643656324,9,55196.45754536304,50317.08195789698,46277.45024041564,22898.779350849647,5,1,0.4148595828279443
191812_8356-X5861-Y7841_reg.swc,52241.45217883076,7875.786781969278,243.0,122.0,21.0,12066.640355333784,0.8087293563814956,2853.0295341501933,9316.378048998757,3956.1600000000008,5,33481.93623656822,21211.111568848533,17104.30684068948,14221.02489851998,3,1,0.42473723138472785
191813_6154-X4714-Y9350_reg.swc,86702.90238417382,8201.013728795522,307.0,154.0,16.0,11386.996663971648,0.835891398745966,3789.005878729181,8839.929067635947,5195.689,11,61616.72791320132,23107.476086225142,23107.476086225142,15279.123654491994,4,0,0.24797038356232573
191813_6215-X5154-Y8328_reg.swc,101921.02980260323,7264.480159964099,401.0,201.0,24.0,10399.798508472593,0.8466764603496345,5080.369000000001,8005.196000000001,3715.920356083279,8,70680.78200185749,17581.05934265227,17581.05934265227,8709.91655528882,3,0,0.12322892176065518
191813_6524-X2579-Y18950_reg.swc,78382.01056416861,5138.0275691596935,255.0,128.0,21.0,7481.577766135227,0.8167371751859933,5503.751378762816,6795.170807130991,3342.949,9,54777.82208973038,21954.870301097097,19518.81512048556,15021.87312093044,5,1,0.2742327560289533
191813_6588-X2661-Y18498_reg.swc,89975.60843367403,4169.016372480218,425.0,213.0,27.0,7058.070273615429,0.8466042991765679,4302.581999999999,5777.404073930033,3779.16,13,62466.22760033692,20552.636609692603,20552.636609692603,4660.6901352198,6,0,0.07461135903770603
191813_6745-X2825-Y19481_reg.swc,63062.4255633844,3985.709929607873,267.0,134.0,18.0,6004.613281481548,0.8258740254918279,3648.542165631605,4853.923767051662,2609.129,7,39924.255950474915,32646.010181110207,32646.010181110207,32203.18734959362,3,0,0.806607075897442
191813_6829-x5209-y8545_reg.swc,83891.59395743608,5363.306535759455,355.0,178.0,20.0,7740.472937621217,0.8489778362921565,5006.4130000000005,6682.129367883891,2049.553389828481,8,66586.62731735354,33330.92282984944,33330.92282984944,31536.05312715945,4,0,0.4736094077397527
191813_6871-x5237-y8478_reg.swc,73882.64516308781,4854.783834944352,311.0,156.0,20.0,8205.441125460364,0.817704079874646,4543.920899671072,5627.83160035133,1968.0655575912265,8,56241.94525674644,44318.11814115423,44318.11814115423,43032.3356090593,2,0,0.7651288626774054
191813_6879-X2723-Y19955_reg.swc,127214.66110358395,6954.837788554453,493.0,247.0,25.0,11823.250312739925,0.8423973633702058,6388.114529422084,8445.697424962336,4302.761205245039,14,78702.57226658687,18654.641615537807,16909.070866896207,15566.435380274155,6,1,0.1977881399803101
191813_7160-x2719-y18910_reg.swc,47432.7313731949,3071.3771392966387,251.0,126.0,18.0,4926.662282970643,0.7723296649462171,2309.089636263311,2334.2752424022938,2533.8641707167267,5,41827.23440099587,41537.98646118969,41537.98646118969,35110.8200577004,4,0,0.8394248522647829
191813_7214-X4724-Y9812_reg.swc,55336.14299108462,4622.238212030617,217.0,109.0,16.0,6041.776727226843,0.8110288687299906,3979.4384148154713,3891.075035995669,4561.57468131929,10,38306.31914902227,28029.25636944553,28029.25636944553,24495.192799068514,3,0,0.6394556653636018
191813_7224-X2864-Y17670_reg.swc,58843.01907282558,3632.5066016646133,231.0,116.0,21.0,5887.224438312925,0.8314628826817649,3215.694749878394,5813.9,2940.2255794610705,9,39486.63463018781,18577.441634800405,18577.441634800405,12451.207111447196,4,0,0.31532712848433436
192337_6620-X4736-Y30611_reg.swc,83894.90867669776,4771.351945157408,559.0,280.0,25.0,6461.61180499485,0.8348777092488644,4281.559,4706.139941469711,2484.494864515419,10,80383.77927636719,23729.26501097832,23729.26501097832,18846.592613308992,3,0,0.23445765778830313
192337_6764-X4864-Y14655_reg.swc,99582.07813182716,4056.4951582998347,383.0,192.0,21.0,5373.7515346610235,0.8052133421232234,5756.578,4007.1349999999993,2281.5109816277227,11,93042.45797649368,35336.91925508639,35336.91925508639,6297.238584101261,5,0,0.06768134377632415
192337_7344-X3850-Y25781_reg.swc,95622.53779163778,4838.7488022136595,377.0,189.0,23.0,6391.784358754893,0.8479913753484589,5292.6316882176,3946.1152581795864,2244.6908071314015,6,82689.05254464377,64576.64181375102,64576.64181375102,56800.54217868852,3,0,0.6869173177189561
192337_7585-X7231-Y9932_reg.swc,107760.32842432441,5997.744020353403,615.0,308.0,33.0,7921.639041365974,0.8440829290487374,6364.87676577808,4507.515,2517.510311394203,12,111219.88467332281,104383.65200720633,104383.65200720633,73021.16199086797,9,0,0.6565477226068623
192337_7659-X5929-Y12351_reg.swc,91531.15379471112,1304.3683629669188,519.0,260.0,21.0,4383.025255473558,0.8088752396073432,1664.4320000000007,1650.8270000000002,1432.0637542912361,2,98464.54831516245,98464.54831516245,98464.54831516245,97979.8531587404,2,0,0.9950774652936948
192339_6660-X3904-Y20076_reg.swc,74090.75016778121,4671.498491476419,215.0,108.0,14.0,5492.308918218698,0.7840761714841291,6030.545093059148,3324.2292955324965,1817.0105126714516,5,63702.975762338945,63702.975762338945,63702.975762338945,56318.15396349016,5,0,0.8840741470790965
192339_6826-X4163-Y21198_reg.swc,87240.79578265492,3048.1628516091455,221.0,111.0,16.0,5190.327397364454,0.8165693289555219,3106.081608899115,3771.9434912178476,3443.8329999999996,6,60561.285048649224,59789.8556604275,59789.8556604275,43364.389977570616,5,0,0.7160414436836298
192339_6840-X3817-Y19709_reg.swc,48989.52225238091,4464.269359958039,109.0,55.0,11.0,5990.546881780869,0.7828497967201091,5120.342615131711,3002.7503968250853,2141.21,5,41541.44820454819,32769.60824764517,32769.60824764517,27112.29786288467,2,0,0.6526565402675649
192339_7392-X6785-Y6440_reg.swc,94074.43790978786,2931.78253974628,289.0,145.0,28.0,8682.765442922802,0.7782208673274001,2897.3426000037007,2469.247902894396,3260.2129999999997,9,87097.47624376912,84074.90738558516,84074.90738558516,69530.62491315074,7,0,0.7983081475121949
192340_6224-X4867-Y27176_reg.swc,57362.3098002174,3664.0613454561394,345.0,173.0,18.0,4960.814443514765,0.8483212296988211,3432.5970000000007,3492.8783440640455,1772.612801384897,11,47652.460820337685,38977.709072293525,38977.709072293525,14410.0448369244,5,0,0.3023987552553489
192340_6365-X5976-Y13673_reg.swc,89309.95746137388,4826.044169145782,359.0,180.0,18.0,6980.107435964275,0.801064117345377,6108.303999999999,2741.043066231064,3231.31404115412,8,76794.68346058716,59912.584749669455,59912.584749669455,38985.22400067607,4,0,0.507655247002668
192341_6482-X3479-Y8069_reg.swc,73383.48660925453,5198.830925052382,251.0,126.0,17.0,7100.5459062014215,0.8363005591332301,5569.813269278888,4221.625905114944,2289.675,9,57995.09451025147,27110.798666113522,27110.798666113522,10165.282527925803,5,0,0.17527831644672884
192341_6527-X4499-Y23282_reg.swc,21936.246031133654,2688.8906461963074,103.0,52.0,14.0,3855.3822626566953,0.8663542014444165,2016.7119999999995,2830.4849999999988,2313.739584350079,6,18234.64229248673,2395.9935175219643,2395.9935175219643,2127.680266364524,2,0,0.1166834112913308
192341_7115-X3118-Y9770_reg.swc,72865.07466160484,2573.523940311223,217.0,109.0,15.0,5678.235462802581,0.7676581214097998,3592.6000000000004,3119.558,2618.762846931502,2,60492.04981226701,60492.04981226701,60492.04981226701,60201.91131415025,2,0,0.9952036920716494
192341_7303-X4923-Y6376_reg.swc,82415.51622602777,3019.7275006288237,369.0,185.0,18.0,6028.241204022036,0.7942782244346623,2781.0242260286814,2437.8540000000003,3481.769,10,75325.4389423428,59090.74566458513,59090.74566458513,26532.26598394505,8,0,0.3522351327319041
192342_6838-X4850-Y2371_reg.swc,50406.461946257616,1922.0276719243654,233.0,117.0,24.0,3863.9241499899063,0.7751654692139933,2421.9018667685896,1818.0282758371568,1382.8623484286436,6,48579.07382401031,39607.16717563998,39607.16717563998,21935.58146292953,4,0,0.4515438384518526
192342_6941-X3482-Y21640_reg.swc,25598.21562373967,1994.7853056459485,203.0,102.0,19.0,3420.307139084476,0.8705461791816974,1471.800000000001,2187.7780000000007,1827.698578275414,5,24050.426500098412,22165.56626646394,22165.56626646394,18032.447609716968,4,0,0.7497766249443926
192342_8032-X5502-Y5809_reg.swc,106045.2634331486,8691.764920226386,523.0,262.0,37.0,14455.73659430479,0.8364805965074222,6118.307514808316,9376.196,3697.8081604882163,8,73824.17986666325,38259.636099505835,29986.126867356907,29986.126867356907,2,1,0.40618300022453385
192342_8141-X6037-Y23548_reg.swc,111994.33492937214,8842.478693421037,471.0,236.0,23.0,14956.150712519728,0.8376647554882712,7760.33,9499.839964270377,4464.183999999999,17,81705.67080674636,33198.88045644664,32397.004202918735,19775.67862132011,4,1,0.2420355701881986
192343_5742-X3633-Y12817_reg.swc,52834.07621199334,4528.110945006207,253.0,127.0,28.0,6858.162094147201,0.7916539287824812,4798.272999999999,4701.024,2381.0215169407497,10,42662.22112477008,18138.346914775488,16182.978358379212,16182.978358379212,3,2,0.3793280783729102
192343_6777-X4052-Y23666_reg.swc,34212.564656109476,1179.0864249786782,367.0,184.0,28.0,4685.801825510535,0.8423957215257538,915.8987761901881,1396.987000000001,1234.7815620706078,4,33536.38668269801,33536.38668269801,33536.38668269801,31831.16528797797,4,0,0.9491530971760952
192343_7174-X3824-Y23571_reg.swc,44453.79361505533,6570.721459584518,303.0,152.0,27.0,9547.935309420582,0.8069813134427544,1551.757463153659,6817.314224142634,952.104878378952,2,37803.958817058505,37803.958817058505,24903.215243365856,24903.215243365856,2,1,0.6587462271842448
192343_7524-X5744-Y25593_reg.swc,140557.35646333,8872.61588738327,685.0,343.0,28.0,13305.63700151357,0.8520853692037201,5283.0072129232385,9567.225924298027,4700.534060484433,11,106398.26411993607,48847.447388485925,31441.742596487788,20103.267063104973,7,1,0.18894356246680702
192343_7862-X5206-Y6520_reg.swc,38107.33346814641,2236.5893580626434,249.0,125.0,16.0,2689.1177446994398,0.8139402050515353,1984.7315498281605,1349.8074509554017,1695.2119334643926,4,37108.56278987382,35642.04515999568,35642.04515999568,31335.21268730081,3,0,0.8444200025944298
192348_8164-X3381-Y21012_reg.swc,25908.62026217345,3138.749303745732,191.0,96.0,16.0,6822.6859972187885,0.7304537761234469,2757.0559999999987,2028.6808023134959,2514.915713205849,6,20347.173814977657,5223.850697682361,5223.850697682361,5223.850697682361,1,0,0.25673593518118265
194065_6750-X3779-Y21393_reg.swc,40631.14749604294,2773.774352459299,233.0,117.0,17.0,3293.112400085764,0.8276678464579925,2742.890143304782,2378.2200000000003,1149.5178744986351,4,37161.19292294965,37161.19292294965,37161.19292294965,36186.42511754151,4,0,0.9737692003744542
194065_7154-X2800-Y12603_reg.swc,47089.525014244515,3015.0508142892054,355.0,178.0,23.0,4112.014332531203,0.8680622760784655,2723.434,3088.6960000000004,1535.320953825343,6,44672.30795375113,38683.43293231183,38683.43293231183,23784.418512208067,4,0,0.5324197383495807
194069_6480-X4276-Y11858_reg.swc,104299.12334605298,5005.883331539,499.0,250.0,27.0,12223.861575569683,0.8477403776413939,5396.48954555296,2990.6041536439357,5360.533707151546,19,92048.60672549397,15653.579321591413,15653.579321591413,12760.276131056158,2,0,0.1386254130832167
194069_6614-X3338-Y19996_reg.swc,113951.8983373375,4134.852777522986,673.0,337.0,34.0,12404.531874435224,0.8618763195887668,4851.517632321183,3319.7721510613637,4642.086757343809,21,96644.48484208931,17455.02637159426,17455.02637159426,4724.216839698627,5,0,0.04888242559746358
194069_6665-X4527-Y10686_reg.swc,49679.82427693043,4188.699799722673,321.0,161.0,30.0,9999.154576001532,0.8654440073110582,2622.304,2803.9713004753416,4570.901186543697,16,42662.76434578053,13021.678048054055,13021.678048054055,7897.697396818377,3,0,0.18511921386077462
194069_6771-X4023-Y23667_reg.swc,113128.5768725577,4538.417424443401,629.0,315.0,26.0,11486.843311833005,0.8815430192133173,5744.967985591358,4876.83967739949,4392.493982835691,26,95872.77569946182,19195.16945119099,19195.16945119099,11028.660843586911,5,0,0.1150343333978263
194069_7166-X5939-Y8426_reg.swc,23822.837813561502,2767.3408521304864,99.0,50.0,12.0,6245.287344816883,0.7606243143772026,2114.3392943523877,1683.8233341796004,2523.9197626687746,6,19267.378449569234,6911.096969436475,6911.096969436475,6911.096969436475,1,0,0.358694203652339
194069_7189-X5459-Y8724_reg.swc,48854.50198964226,3800.074574884546,367.0,184.0,27.0,11684.35065806342,0.8302849600814756,2225.749199526321,3285.484026325012,4330.474503971417,11,39023.041072608125,15228.428925883676,15228.428925883676,15228.428925883676,1,0,0.3902419828723481
194069_7216-X3715-Y22464_reg.swc,53503.06557033616,5025.327487497507,243.0,122.0,24.0,10439.098402992826,0.815045955084082,2730.0999999999995,3042.7211961781322,5492.316000000001,10,36127.357889826555,24103.09636831057,24103.09636831057,23820.209527990497,2,0,0.6593399273933136
194069_7313-X3495-Y20668_reg.swc,47006.1988252321,3579.264011469537,317.0,159.0,24.0,9903.519366395862,0.8555362404718003,2929.950772472819,3142.1064190451816,4176.069697232325,8,39096.533158885744,7432.786850169675,7432.786850169675,7432.786850169675,1,0,0.19011370701241762
194069_7382-X3692-Y22255_reg.swc,71223.0432137923,5119.906478905355,527.0,264.0,32.0,11132.455300162223,0.8829394281508517,4865.0686884959,3780.6642644538056,5479.989422711451,13,57882.79017006964,27205.351716244342,27205.351716244342,24867.73476261261,3,0,0.4296222536879599
194069_7406-X4443-Y11111_reg.swc,39760.04527494806,4385.972019563047,241.0,121.0,19.0,10718.309922314009,0.846116763595291,2819.2620000000006,3081.5004494989653,4353.007297374697,7,27590.11878023283,9839.300930278881,9839.300930278881,9406.533400757076,2,0,0.3409384887279451
194069_7408-X5410-Y9170_reg.swc,63248.56666109686,5277.895621561096,419.0,210.0,30.0,12042.209921789034,0.8713984370001576,4019.222269795041,3529.228156446421,5777.501,12,49297.30699691469,14971.700102048482,14971.700102048482,14971.700102048482,1,0,0.30370219012136906
194069_7499-X4635-Y10487_reg.swc,34574.48444049855,4111.662599631872,183.0,92.0,21.0,12221.233101002177,0.8343143063710727,3299.2524010584066,3434.3356933827395,4256.123,7,24216.240218476574,11703.06116252875,11703.06116252875,11703.06116252875,1,0,0.48327325203850247
194069_7541-X6312-Y7823_reg.swc,61365.60980313551,5083.388036667707,633.0,317.0,31.0,10343.961838760024,0.8787405244974071,4257.332417147391,3601.883023000055,4938.534906736244,19,43709.48863767007,10599.920887381246,10599.920887381246,4319.447635888894,5,0,0.0988217380371335
194069_7629-X6739-Y7566_reg.swc,19619.911263190737,1266.0483259141415,99.0,50.0,12.0,1690.6380947121454,0.8008934267080504,1222.545,1338.7384479008997,1761.7741817935857,4,17940.634337207568,17940.634337207568,17940.634337207568,12906.715593523262,4,0,0.7194124438931166
194069_7724-X4289-Y23661_reg.swc,62907.87655449631,5065.968673357743,533.0,267.0,31.0,10627.01085432443,0.8621185019172878,3380.176023561072,3890.9126913744476,5223.6810000000005,16,50728.16150336844,15592.161462678127,15592.161462678127,12724.9128868462,3,0,0.25084514221949955
194069_7827-X3508-Y20244_reg.swc,48101.17729897805,4043.4132673948075,327.0,164.0,26.0,12038.150817536269,0.8323091118836882,4138.096999999998,3613.500758878243,4161.190890612505,12,35755.74089138041,21653.76594426308,21653.76594426308,21653.76594426308,1,0,0.6056024963947293
194069_7890-X3746-Y21746_reg.swc,43847.35014909424,4164.715329528658,259.0,130.0,23.0,10078.631071651256,0.8685477229476609,3671.552683870911,3478.6814468320554,3621.2850000000008,9,36947.49564434276,9291.884296316368,9291.884296316368,9291.884296316368,1,0,0.2514888799435883
194069_7949-X5085-Y10196_reg.swc,44210.34719305669,4296.035356399718,437.0,219.0,25.0,12552.542423355208,0.8796652937078939,3550.794999999999,3757.685212156187,3859.2273760064954,12,31988.858936107066,6555.387847923907,6555.387847923907,6555.387847923907,1,0,0.20492721734830582
194069_7960-X3680-Y21513_reg.swc,32787.201078527265,4015.7023796991252,221.0,111.0,20.0,10670.227247989138,0.7919946859339572,2618.3437759132175,3504.1810618760555,3700.4310933784277,7,18373.831953082812,10801.844904485897,10801.844904485897,9254.780723603151,2,0,0.5036935543568177
194069_8027-X4187-Y22761_reg.swc,47424.94927207776,4826.822509878575,415.0,208.0,24.0,11535.914597802468,0.862787186243162,3641.949999999999,3880.7562313887925,4762.381929865811,14,34902.44925537579,7818.017353625366,7818.017353625366,6188.065750175181,3,0,0.17729603171680208
194069_8053-X5370-Y24809_reg.swc,52470.26244997389,4617.988066358877,339.0,170.0,22.0,10564.173281473784,0.8595559474123401,3801.602,4039.145692870343,3888.06986117774,13,41691.65141970389,10304.563043161525,10304.563043161525,9204.73441164268,2,0,0.22078123792650797
194069_8063-X5880-Y9133_reg.swc,44545.88503160108,3977.9748219760268,489.0,245.0,42.0,11534.792365758447,0.8620066182570117,3128.0530615326015,3988.870312487732,3614.368,10,36581.49561309289,13262.611611522469,13262.611611522469,13262.611611522469,1,0,0.3625497369433863
194069_8151-X5946-Y25268_reg.swc,85519.16862036928,4388.365126450078,607.0,304.0,40.0,12112.655360565535,0.860335948559166,3238.7917913691945,4629.158882065298,4109.422,13,76968.43156230813,26545.866674258497,26545.866674258497,26545.866674258497,1,0,0.3448929143472134
194069_8220-X4330-Y22689_reg.swc,50835.862508683356,3816.5402499620254,427.0,214.0,28.0,11095.535023055489,0.8626839563806954,3292.014,3936.734884643013,3247.249020395979,12,40043.97933949017,8857.52036998024,8857.52036998024,7607.056247978453,3,0,0.18996754002608832
194069_8231-X4410-Y22897_reg.swc,31186.222344034428,4849.035173064245,221.0,111.0,24.0,10219.862865998555,0.8549689612851646,3467.4230000000007,3910.056081914257,4830.352,13,22508.679089339785,6795.569386110937,6795.569386110937,4391.529637771168,3,0,0.195103836184284
194079_7452-X4416-Y23624_reg.swc,191919.11129351016,7504.222047675786,857.0,429.0,28.0,11454.55294855687,0.8316939455293714,6315.183571792768,8673.633797987655,4914.437,9,153641.023213673,67472.24633018611,62866.0302495005,22683.85137526568,5,1,0.14764189212485648
194083_6175-X4064-Y8142_reg.swc,16564.106973772297,2478.5922756442533,121.0,61.0,16.0,4810.976985207694,0.7628799447232087,1002.7669999999998,1370.118549416009,2626.897949883042,3,6816.846009356105,3375.8544938762725,3375.8544938762725,3375.8544938762725,1,0,0.4952223490515878
194083_6472-X2866-Y11440_reg.swc,32746.418086515823,1388.8992117346029,247.0,124.0,13.0,1703.7594062476412,0.8221786756454271,1427.380000000001,1352.81,1229.3959251221754,4,30888.627834495444,28520.091472639626,28520.091472639626,14938.930753121698,3,0,0.483638536265388
194083_6690-X3219-Y11189_reg.swc,32652.220402275787,3063.889609997506,163.0,82.0,17.0,8274.493305178794,0.7592104660544239,2085.5336386578765,1660.3946311981545,3124.0305347418207,5,25387.225846136876,5427.153135206847,5427.153135206847,5427.153135206847,1,0,0.21377495785080772
196476_6791-X3395-Y20868_reg.swc,32563.772220486273,2768.0824669758304,229.0,115.0,18.0,6246.070753517402,0.7903255961926193,1502.9241662618315,1033.132358976813,3081.419,6,26608.781626746168,8833.007259238027,8833.007259238027,8833.007259238027,1,0,0.3319583505604561
196476_7159-x4408-y23171_reg.swc,26078.388908267338,2494.0641761429715,153.0,77.0,15.0,5719.801163190363,0.7266965551589468,2025.2506567469045,1502.8194647547955,2204.558305866229,4,22169.143796043405,6142.914587609788,6142.914587609788,6142.914587609788,1,0,0.2770930011607455
196476_7565-x3166-y19635_reg.swc,32362.410398842203,3325.279395902053,225.0,113.0,21.0,7870.644623381137,0.805087190700358,2674.3775988808,2065.380790520852,3321.492,3,18701.187751683257,7626.77900329161,7626.77900329161,7626.77900329161,1,0,0.4078232412059035
196476_7607-X3603-Y20075_reg.swc,44862.75982489686,3182.745749626099,131.0,66.0,11.0,8181.371289685087,0.7121936671940566,3373.477962408806,2385.6812595365295,2947.6350781146093,3,35887.528474668215,26681.130946852016,26681.130946852016,26681.130946852016,1,0,0.7434652672079471
196476_7824-x4173-y21243_reg.swc,36359.676451520485,3251.9632751728614,161.0,81.0,14.0,8445.440697954675,0.729696782733057,3198.162281595344,2727.2072027998897,2544.7488987491206,4,31382.464977528154,15834.122870004165,15834.122870004165,15834.122870004165,1,0,0.5045531917694294
196476_7922-X4174-Y21695_reg.swc,23998.979252026355,3153.152602830544,119.0,60.0,13.0,7110.339614016585,0.7667565194882991,2906.691,1585.5516888696316,2576.9818648493056,3,17454.68677018332,6499.670306794467,6499.670306794467,6499.670306794467,1,0,0.3723739298431537
196476_8116-X4425-Y9934_reg.swc,30420.711244981005,3220.263106929751,201.0,101.0,25.0,6987.398206351788,0.7548867928480687,2965.3275443044204,1440.1384257273762,3086.7632091854375,6,20391.768406128558,6394.935893338523,6394.935893338523,6394.935893338523,1,0,0.313603791783776
196476_8191-X6571-Y6695_reg.swc,34706.72207069059,2916.3778352488057,191.0,96.0,18.0,7300.790442991233,0.7652277171054215,2851.6497223378474,2503.2670000000003,1999.707824010237,9,28112.619059208613,7521.334031307088,7521.334031307088,7213.2673582539055,2,0,0.2565846797504666
196476_8380-x4209-y10481_reg.swc,26869.63548959646,4065.690264549392,143.0,72.0,19.0,8866.99191622011,0.7611153772727544,3067.480999999999,2132.582733491467,3640.391695349381,4,13798.07405928119,8490.933847672202,8490.933847672202,8490.933847672202,1,0,0.6153709431615079
201603_6288-X7138-Y5937_reg.swc,106251.74483168841,5950.114635387524,441.0,221.0,22.0,7748.394379285616,0.8697455690050906,7386.096501929821,4626.4581304096,3211.419,17,101034.49270106999,54227.61670403399,54227.61670403399,18532.77354014657,6,0,0.18343016374595308
211541_5773-X16604-Y16219_reg.swc,110506.7979078547,7625.050714186627,459.0,230.0,27.0,16141.925948966747,0.8754519686933774,7711.353000000001,5233.483425585971,6954.685,25,80519.23370737443,5436.768320217016,5436.768320217016,4585.197643028645,2,0,0.05694537108602296
211541_6633-X16017-Y16343_reg.swc,46034.69485174231,4697.140150574572,153.0,77.0,17.0,9984.904379685284,0.7320718568367635,2958.508999999999,3633.927975747882,4788.067,13,32536.067428444814,1480.569510374868,1480.569510374868,915.3462017768188,2,0,0.028133277132828073
211541_6809-X4199-Y14576_reg.swc,82671.23581262624,5594.659901079778,341.0,171.0,21.0,6948.078949010721,0.8462028900032645,4422.898999999999,5048.117,3293.7664158823018,10,67268.78007620884,52615.091018667,52615.091018667,10101.514680866516,5,0,0.15016646161001437
211541_7083-X17997-Y16517_reg.swc,38938.876391553466,4560.852432518705,261.0,131.0,22.0,10308.70562674111,0.8127237522486633,2998.034026191821,2734.4083487770727,5028.365825400671,6,27090.566620143014,16089.815475733947,16089.815475733947,16089.815475733947,1,0,0.5939268713475513
211541_7198-X4422-Y13840_reg.swc,190496.4144918885,4449.774443036411,515.0,258.0,29.0,6577.881620772886,0.8033758550446592,3405.7729999999992,4242.657216955286,3303.53,11,163802.1010863884,114458.27377163916,114458.27377163916,3040.7500792299634,7,0,0.018563559680020752
211541_7381-X7249-Y16155_reg.swc,48309.75305393676,4022.458956765728,343.0,172.0,28.0,11957.496200773952,0.7875239893847308,3062.8847356990455,3543.7543575926793,3549.9208649788698,9,37199.659692499234,11651.038867978605,11651.038867978605,11651.038867978605,1,0,0.3132028347648531
